UID,human_author_probability,reason
SYNTH-0031,98,"The presence of document header and footer artifacts ('American Liver Foundation | HHS AI RFI Response | Page 1') at the beginning and end of the text strongly indicates this was copy-pasted from a formal PDF or Word document by a human user. Furthermore, the single sentence is highly direct, lacks typical AI fluff or formulaic structures, and represents a concise, specific organizational stance without the balanced rhetoric or throat-clearing common to AI generation."
SYNTH-0032,90,"The comment exhibits numerous hallmarks of authentic human writing. It contains highly natural, consistent typographical and grammatical errors typical of casual internet writing by an older adult, such as uncapitalized 'i', missing apostrophes ('im', 'didnt', 'wasnt', 'dont'), comma splices, and double punctuation ('??'). The narrative relies on highly specific, lived-in anecdotes—such as a local pharmacist catching a blood pressure medication interaction after two weeks of dizziness, and a truck GPS routing a rig over an unsafe bridge—that feel organic rather than generated. Furthermore, the text lacks common AI structural features like perfectly balanced paragraphs, formal transitions, or a neat, summarizing conclusion. The policy arguments regarding sunk IT costs and hospital lobbyists are expressed in authentic, conversational laymen's terms."
SYNTH-0033,90,"The comment is a single, highly concise sentence that uses standard legal and regulatory boilerplate ('respectfully submits') typical of corporate counsel. It lacks the verbosity, filler, or balanced rhetorical structures commonly produced by AI models. The direct, precise focus on liability aligns perfectly with human-written corporate policy submissions."
SYNTH-0034,95,"The comment exhibits highly natural, emotionally driven language with spontaneous capitalization for emphasis ('MATTERS', 'SLOW DOWN', 'ACTUAL LICENSE'). It features short, punchy, conversational syntax ('The nurse couldn't explain it. Nobody could.') rather than the balanced, overly structured sentences typical of AI. The cynical but relatable narrative about an executive saving money at the patient's expense feels distinctly human, as does the specific integration of personal history (30 years military service, exposure history). There are zero typical AI buzzwords, transitional phrases, or structural tropes."
SYNTH-0035,100,"The comment contains header and footer pagination artifacts ('American Diabetes Association | HHS AI RFI | Page 1'), which is a definitive hallmark of a human copy-pasting text from a formal PDF or Word document into a web form. Furthermore, the text consists of a single, highly specific policy demand devoid of any typical AI filler, balanced rhetoric, or predictable structural patterns."
SYNTH-0036,95,"This comment exhibits numerous hallmarks of authentic human writing. First, the sentence structure is highly varied, utilizing short, punchy fragments for rhetorical emphasis ('Most did not. Most people don't.') which AI models rarely generate organically. Second, the text contains plain-text formatting quirks, such as using the lowercase letter 'o' for bullet points, a common human workaround in web forms that contrasts with standard AI markdown output. Third, the integration of personal details (a cardiologist in Casper, 40 years reading structural blueprints) is used to build highly effective, original metaphors rather than the generic, overly dramatic anecdotes AI tends to produce. Finally, the specific, accurate citation of ProPublica and STAT News reporting on UnitedHealth's NaviHealth algorithm demonstrates grounded, real-world domain knowledge presented with genuine, controlled frustration, entirely avoiding the balanced, equivocal tone typical of LLMs."
SYNTH-0037,95,"The comment exhibits several strong markers of human authorship. Most notably, it ends abruptly without terminal punctuation ('who can be asked'), which is a common human error (e.g., hitting submit too early, copy-paste error, or hitting a character limit) rarely produced by AI. The text uses natural, conversational fragments ('Three weeks.') and idioms ('cracked it open', 'bouncing around getting nowhere') that feel authentic. It also includes specific, mundane local details ('pharmacist in Wilmington') and employs a nuanced analogical argument—using a past non-AI record mix-up to argue against future AI reliance—that reflects genuine citizen advocacy rather than the typical formulaic output of an LLM."
SYNTH-0038,95,"Several features strongly indicate human authorship. First, the inclusion of a document header ('Families USA | HHS AI RFI Response | Page 1') suggests this text was copied and pasted directly from a formal organizational PDF or Word document. Second, the comment cites specific, proprietary organizational data ('Our member survey data shows 67%...'). Finally, the core argument—that embedding AI into 'reimbursement structures' will make reversing course 'politically impossible'—demonstrates a highly nuanced, pragmatic understanding of healthcare economics and bureaucratic inertia typical of seasoned policy advocates, completely lacking the generic, balanced, or overly formal platitudes characteristic of AI-generated text."
SYNTH-0039,95,"The comment exhibits numerous hallmarks of genuine human authorship. It relies on highly specific, mundane personal details (driving 40 minutes to Omaha, a 12-year-old named Caitlin in 7th grade) that ground the narrative in reality. The phrasing uses natural, conversational idioms ('spits out the right diagnosis,' 'moving way too fast') rather than the formal, balanced rhetoric typical of AI. Furthermore, the associative leap between the author's own customer service job and the implementation of healthcare AI is a distinctly human rhetorical connection. The text completely lacks common AI structural markers, such as rigid transitions, overly sanitized vocabulary, or a neatly summarized conclusion."
SYNTH-0040,95,"The comment exhibits strong markers of human authorship. It is brief, direct, and grounded in a highly specific personal anecdote without over-elaborating. The phrasing is conversational and natural, using informal expressions like 'caught something' rather than the clinical or overly formal language an AI would typically select (e.g., 'detected an anomaly'). The sentence structure is varied and authentic, featuring a short, punchy emotional statement ('I am grateful.') and starting a sentence with a conjunction ('But grateful for...'). It completely lacks the verbosity, balanced rhetoric, and predictable transition words commonly found in AI-generated text."
SYNTH-0041,20,"1. Overly perfect narrative arc and thematic alignment: The comment seamlessly weaves a highly specific personal anecdote into a comprehensive checklist of academic health-tech policy critiques (automation bias, alarm fatigue, dataset shift, self-certification), which is a hallmark of prompted AI generation. 2. Contrived persona integration: The persona of a '70-year-old retired elementary school teacher from New Jersey' is used to deliver sophisticated algorithmic critiques disguised as folksy wisdom (e.g., comparing software self-certification to testing new programs on school kids). 3. Classic 5-paragraph essay structure: The text follows a rigid, perfectly balanced structure: Hook/Anecdote (Para 1), Persona + Automation Bias (Para 2), Historical Comparison/Alarm Fatigue (Para 3), Dataset Shift/Bias (Para 4), and Self-Regulation/Conclusion (Para 5). 4. Simulated conversational syntax: Uses artificial rhetorical devices to sound human, such as the question-and-fragment combo ('When they finally did it four months later? Bad blockage.') and conversational filler ('honestly terrifies me,' 'And the worst part is'). 5. Unlikely domain knowledge for the persona: The author claims to have discovered an algorithm deprioritized their scan by 'asking questions,' and then perfectly articulates complex industry issues like algorithms being trained on 'clean data' at 'wealthy hospitals' failing to generalize to 'messy' real-world files, which strongly suggests an AI fulfilling a prompt containing these specific policy arguments. 6. Exaggerated emotional framing: The opening ('I almost had a major heart attack because of one of these computer programs') is highly dramatic and serves as a perfectly engineered hook for the subsequent policy arguments."
SYNTH-0042,90,"The comment is a single, highly concise sentence that reads like a human-crafted advocacy soundbite. It uses strong, idiomatic policy language ('equity as the floor,' 'not an afterthought,' 'cannot afford to wait') without any of the verbose filler, balanced rhetoric, or formulaic structures typical of AI-generated text. Its direct attribution to a specific organization (National Minority Quality Forum) and punchy delivery strongly indicate human authorship."
SYNTH-0043,95,"The comment exhibits numerous strong markers of human authorship. It uses natural, conversational repetition for emotional emphasis ('So I'm not against this technology. I really am not.'), which is a common human psychological quirk rarely generated by AI unless explicitly prompted. The punctuation and formatting are authentically informal, utilizing all-caps for frustration ('DIRECTLY', 'CLOSING', 'WHERE', 'WHY') and double question marks ('WHERE exactly??'). Furthermore, the text demonstrates deep, accurate local context by contrasting the advanced medical care available in Raleigh with the specific rural healthcare struggles of Robeson County, North Carolina. The narrative flows organically from a personal anecdote to a systemic critique without relying on the rigid, perfectly balanced structures, transitional clichés, or overly formal vocabulary typical of AI-generated text."
SYNTH-0044,95,"The comment exhibits highly natural, unhedged advocacy language ('This is a massive problem,' 'cheap substitute for face-to-face specialist time') that AI rarely generates without highly specific prompting. It seamlessly integrates domain-specific medical and regulatory knowledge (radiographic scoring, Section 1557, 45 CFR Part 92) without the verbose, explanatory padding typical of LLMs. The sentence structure is varied, and the tone conveys genuine organizational frustration ('ignores reality on the ground,' 'simply is not there'), completely lacking the sterile, perfectly balanced neutrality or predictable transitional phrases characteristic of AI-generated text."
SYNTH-0045,98,"The comment exhibits highly authentic human writing traits, most notably a massive 156-word run-on sentence strung together with conjunctions ('and', 'but') and entirely lacking commas. This stream-of-consciousness style is extremely rare for AI, which defaults to balanced, grammatically correct syntax. The inclusion of specific, grounded personal details ('My wife Donna', 'doctors in Lexington', 'thyroid') combined with a conversational, slightly breathless transition to policy concerns ('and I heard something on the news...') strongly indicates a real person typing their unedited thoughts directly into a comment form."
SYNTH-0046,85,"The comment exhibits highly specific domain knowledge, referencing exact healthcare AI controversies (sepsis detection algorithms, prior authorization disparities) rather than generic AI talking points. It uses standard corporate regulatory boilerplate ('Allscripts Healthcare Solutions submits these comments to note that...') and maintains a direct, concise, single-sentence structure. It lacks any typical AI fluff, throat-clearing introductions, or overly balanced rhetorical patterns, reading exactly like a summary statement drafted by a corporate legal or policy team."
SYNTH-0047,95,"The comment is extremely brief and direct, lacking the verbosity, polite filler, and predictable rhetorical structures typical of AI-generated text. It follows a standard, utilitarian administrative format (date, address, Re: line, single-sentence body, sign-off) that perfectly matches how human advocates submit brief statements of record or cover notes to regulatory portals. The phrasing 'reframe this RFI around worker protection and accountability before acceleration' is punchy, highly specific, and reflects genuine organizational advocacy strategy rather than the generic, neutral summaries AI tends to produce."
SYNTH-0048,95,"The comment exhibits overwhelming evidence of human authorship. It makes extensive use of natural phrasal verbs and colloquialisms ('spit out,' 'pushed out the door,' 'works out at,' 'fell off the radar,' 'run over by this stuff') that LLMs rarely generate organically without sounding forced. The text completely lacks typical AI transition words (e.g., 'Furthermore,' 'Moreover,' 'In conclusion') and common LLM vocabulary (e.g., 'crucial,' 'multifaceted,' 'delve'). The local context (Denver, Aurora, rural Colorado) and specific references (STAT News/ProPublica NaviHealth report, cardiac and oncology floors) are woven together seamlessly. Finally, the comment features strong, unhedged emotional statements ('You can't just let insurance companies exhaust sick people until they quit') that lack the typical sanitized, overly balanced tone of AI models."
SYNTH-0049,95,"The comment exhibits numerous strong markers of human authorship. First, it includes highly specific, idiosyncratic personal details (zinnias in Alabama, Tuscaloosa radiologist) integrated naturally with an accurate, niche academic citation (W. Nicholson Price II, JAMA 2019). Second, the prose utilizes a stylistic sentence fragment ('The clinician who followed the AI recommendation, the hospital that deployed the tool...'), which AI models typically avoid in favor of standard, complete sentences. Third, the text features natural hedging ('as I understand it') and conversational idioms ('What I keep coming back to') without relying on typical AI transition words. Finally, the logistical quirk of referencing an unattached 'Appendix A' is a highly authentic hallmark of a real human navigating a bureaucratic submission process."
SYNTH-0050,95,"The comment exhibits overwhelmingly human linguistic features and lacks any standard AI markers. It uses natural, colloquial phrasing ('basically told me,' 'literally says,' 'actual office,' 'this whole FDA cleared label') and conversational transitions ('Another thing is...', 'Also, I asked...') rather than the rigid, formulaic structures typical of LLMs. The narrative seamlessly weaves a highly specific, emotionally resonant personal anecdote (a misdiagnosed mastoid bone infection) with complex regulatory critiques (510(k) clearance, EHR vendor lock-in, liability loopholes) from a realistic layperson's perspective. The sustained tone of frustration, culminating in a highly relatable grievance about fighting insurance companies, feels entirely authentic. There is zero presence of AI tropes, balanced rhetoric, or generic moralizing."
SYNTH-0051,90,"The comment exhibits strong markers of human institutional authorship. It includes highly specific, grounded claims about internal operations ('A recent internal policy review... found that dozens of distinct reimbursement classification frameworks were applied') that are typical of genuine organizational submissions. The text directly and critically engages with the agency's premise ('HHS appears to be encouraging faster implementation before...'), taking a definitive stance rather than the neutral, overly balanced tone typical of AI. Furthermore, it seamlessly integrates specific, real-world clinical examples (pulse oximeter discrepancies in Black patients, prior authorization disparities in Latino patients) to support its argument without relying on generic AI filler, predictable transitional phrases, or formulaic structural tropes."
SYNTH-0052,90,"The comment is a single, highly concise sentence that directly states an organizational position without any of the verbosity, filler, or predictable structural patterns typical of AI-generated text. It uses specific bureaucratic acronyms (HHS, ONC) and precise policy terminology ('patient-centered relationship standards') in a manner consistent with human-drafted advocacy templates or organizational statements."
SYNTH-0053,95,"The comment exhibits zero discernible features of AI generation. It is a single, highly opinionated, and punchy sentence that uses natural, conversational idioms ('disaster in real time', 'pay the price'). It seamlessly integrates highly specific domain knowledge (EHR consolidation, vendor lock-in, MS patients) without the pedantic definitions, balanced neutrality, or formulaic structures typical of AI models. The tone is urgent, frustrated, and direct, which is highly characteristic of genuine human advocacy."
SYNTH-0054,95,"The comment exhibits numerous hallmarks of authentic human writing. It opens with a natural, conversational fragment ('Thirty years on med-surg...') rather than a formal AI-style introduction. It includes highly specific, localized details ('Riverside Methodist' in Ohio) and uses medical jargon ('cath', 'real MI with atypical presentation') casually and correctly. The grammar features colloquial, dramatic tense shifts ('If that nurse had deferred... Carla is dead' instead of 'would have died') and a passionate comma splice ('HHS is supposed to protect everyone equally, that's not optional'), both of which are extremely rare in default LLM outputs. The text entirely lacks typical AI filler, balanced rhetorical fluff, and predictable transitional phrases."
