UID,human_author_probability,reason
HHS-ONC-2026-0001-0018,90,"The comment exhibits highly specific domain expertise and nuanced policy recommendations that align perfectly with the author's background as a former FDA official. It lacks typical AI filler, predictable transitions, and formulaic paragraph structures. Furthermore, it employs strong, original rhetorical phrasing (e.g., 'fragmentation is inevitable; lack of auditability is not') and demonstrates a deep, practical understanding of inter-agency coordination (FDA, CMS, ONC) that goes beyond typical LLM generalizations."
HHS-ONC-2026-0001-0019,0,"1. Inclusion of future dates (January 19, 2026) in the header and references (e.g., 2025, 2026), strongly indicating a synthetically generated scenario rather than a genuine historical document. 2. Highly rigid, perfectly balanced formatting across all responses, consistently using 'BLUF:' followed by bullet points for 'The Gap' and 'The Solution' or 'Recommendation'. 3. Proliferation of capitalized, coined conceptual jargon (e.g., 'Deflationary Infrastructure,' 'Workforce Readiness Telemetry,' 'Readiness Bind,' 'Operational Radar,' 'Liability Gap,' 'Aggregate Readiness Signals'). 4. Overly dense, polished strategic and corporate phrasing (e.g., 'integration of tactical clinical realities with the strategic resource management,' 'minimal viable indicators,' 'downstream innovation'). 5. Thematic, neatly packaged conclusion ('Conclusion: The Aviation Parallels') that perfectly ties the narrative together, a hallmark of AI essay structuring. 6. Third-person self-reference ('This submission argues that...') mixed with first-person plural ('We propose that...') despite being submitted by a single individual, which is a common AI artifact when balancing formal tone with a persona prompt. 7. Complete absence of human idiosyncrasies, typos, or natural conversational flow; the text is uniformly sterile and optimized. 8. Use of 'BLUF' (Bottom Line Up Front) as a repetitive structural marker, which AI models frequently overuse when prompted to write in an executive, military, or policy style."
HHS-ONC-2026-0001-0020,0,"1. Hallucinated future context and citations: The document is dated 'Jan 20, 2026' and includes a hallucinated PubMed ID (40140300) that aligns with this future date, alongside a fabricated bill (S. 1399 'Health Tech Investment Act') and a fake AdvaMed URL, which are definitive LLM hallucinations. 2. Formulaic document structure: The text follows a rigid, predictable LLM essay structure, moving from boilerplate praise ('We applaud...'), to background context, a pivot to national security/supply chains, bulleted policy requests, a section on education, and a neatly wrapped conclusion starting with 'In summary'. 3. Predictable transitions and framing: Heavy reliance on standard AI transitional phrases such as 'Importantly, making this primary step...', 'Therefore, the ability...', 'While meritorious, it too...', and 'A prevalent viewpoint suggests...'. 4. Rule of three and rhetorical balancing: Uses classic AI rhetorical balancing, such as the triplet 'adoption, reimbursement, and acceptance' in the conclusion, and the expanded list 'invasive procedure, delays, frustration, and anxiety' to artificially inject empathy. 5. Broadening caveats: The penultimate sentence ('While we highlight policy needs related to our specific business, those principles are applicable across all healthcare companies innovating with AI') is a hallmark LLM caveat used to generalize specific arguments. 6. Repetitive phrasing in complex syntax: Exhibits typical LLM clunkiness when trying to sound overly formal, such as the repetition in 'Therefore, the ability of US laboratories to confidently maintain the ability to virtually stain...'. 7. Formatting artifacts: The use of the diamond symbol (❖) for bullet points is a frequent artifact of LLMs generating stylized markdown lists."
HHS-ONC-2026-0001-0021,100,"The comment exhibits numerous hallmarks of human authorship, particularly from a domain expert promoting their own highly specialized work. It includes highly specific, accurate references to niche URLs (fevir.net, netbenefitcalculator.com) and exact HL7 FHIR profiles (SummaryOfNetEffect, EBMonFHIR) that an AI would not spontaneously generate without being explicitly fed the text. The writing features human-like emphasis using all-caps ('RATHER THAN', 'AFTER'), conversational transitions ('In simple English', 'In other words'), and a creative, grounded analogy comparing healthcare data standards to navigation software like MapQuest and Google Maps. Additionally, the presence of a likely human typo ('January 2026' for a past FDA guidance document) further points away from AI generation. The seamless integration of technical standards with a direct pitch for HHS investment in the author's specific project strongly indicates a human expert advocating for their work."
HHS-ONC-2026-0001-0022,0,"1. Future dates: The document is dated 'January 21, 2026' and references a 2025 Federal Register Document Number, indicating it was generated based on a hypothetical prompt rather than being a real historical document. 2. Token limit cut-off: The text abruptly ends mid-sentence ('Hospitals with professional management and integrated'), which is a hallmark of an LLM reaching its maximum output token limit. 3. Hallucinated or derivative naming: The product name 'Lynqsys' (highly derivative of the networking brand Linksys) and the acronym 'DRaaS' (repurposed from the standard 'Disaster Recovery as a Service' to 'Data Refinery as a Service') strongly suggest AI invention. 4. Unattributed, floating quotes: The text includes several quotes (e.g., 'fragmented, biased, and often a mess', 'AI systems do not fail because of algorithms; they fail because of data.') that are presented as authoritative citations but lack any source attribution, a common LLM hallucination technique to sound credible. 5. Heavy signposting: The text uses explicit, mechanical meta-discourse to guide the reader, typical of LLM organization (e.g., 'In this response, we detail...', 'We explore regulatory solutions in the next section.', 'We discuss payment reforms below.'). 6. Formulaic structure: The comment follows a perfectly balanced, predictable template: Introduction, Background, a primary barrier with sub-bullets, and 'Other Key Barriers' with parallel sub-bullets. 7. Summarizing transitions: Paragraphs frequently end with neat, conclusive wrap-ups using classic AI transition phrases like 'In short,' and 'In sum,'. 8. AI-typical vocabulary: The text relies heavily on generic, high-level corporate buzzwords favored by AI models, such as 'transformative potential,' 'foundational challenges,' 'holistic care,' and 'robust validation.'"
HHS-ONC-2026-0001-0023,95,"Several features strongly indicate human authorship: 1. Highly specific and accurate legal citations, such as the exact references to the 18 identifiers of the HIPAA Safe Harbor method (§ 45 CFR 164.514(b)(2)(i)(A) through (R)). 2. Deep domain knowledge and precise organizational details, including AORN's 36 perioperative practice areas, the use of PRISMA systematic review methodology, and specific future publication dates for their guidelines. 3. The inclusion of superscript citation numbers (1,2, 3, 4) throughout the text, which points to a human-drafted document with a bibliography that was likely excluded in the text extraction. 4. Nuanced, expert-level policy proposals that reference real-world frameworks (e.g., the FDA's Total Product Lifecycle approach, MedWatch, and AI model cards). 5. The abrupt truncation at the very end of the text ('Should'), which is highly characteristic of a copy-paste error or a character limit in a real-world public comment submission, rather than a neatly concluded AI generation. 6. The tone is dense, formal, and reads exactly like a committee-drafted policy response from a professional medical association, lacking the formulaic transitions or overly flowery rhetoric typical of LLMs."
HHS-ONC-2026-0001-0024,95,"The comment exhibits highly specific domain expertise, correctly utilizing niche terminology ('schema contracts,' 'data lakes,' 'batch effects,' 'silent instrument drift') in a novel, cross-domain analogy (applying agriscience genomics experience to clinical AI). The tone is direct, pragmatic, and concise, lacking the typical verbosity, generic filler, or balanced rhetoric of LLM-generated text. Furthermore, the formatting contains minor copy-paste artifacts (e.g., missing line breaks after numbered headers) typical of human web-form submissions, and the argument reflects genuine, practical engineering experience rather than synthesized talking points."
HHS-ONC-2026-0001-0025,10,"1. Meta-textual/conversational wrapper: The text reads as an AI assistant's summary of the docket and instructions to the user ('You can comment on aspects such as...'), indicating a copy-paste error where the user submitted the AI's preamble instead of a generated comment. 2. Explanatory aside: The parenthetical '(which functions like a proposed rule invitation for public input)' is characteristic of an LLM simplifying bureaucratic jargon for a layperson. 3. Lack of personal stance: The text contains no actual opinion, advocacy, or personal narrative, which is the fundamental purpose of a public comment; it merely summarizes the agency's request. 4. Objective, informational tone: The highly neutral, balanced summary of the ONC's goals ('balance between innovation and patient protection') matches standard LLM summarization patterns. 5. Incomplete formatting: The missing period at the end of the text suggests a careless copy-paste from an AI chat interface."
HHS-ONC-2026-0001-0026,0,"1. Repetitive persona framing: The text repeatedly and unnaturally announces its perspective at the start of almost every section ('From a clinician’s perspective,' 'As a clinician,' 'From my position,' 'From an individual clinician’s perspective'), which is a classic artifact of an LLM instructed to 'act as' a specific profession. 2. Dangling modifier revealing AI persona adoption: In the sentence 'As a clinician, AI works best when...', the grammar technically states that the AI is the clinician. This is a common error when an AI model mechanically inserts a persona-establishing phrase into a generated sentence. 3. Pervasive use of the 'rule of three' (tricolon): The text relies heavily on tripartite lists to create a balanced, authoritative tone (e.g., 'liability, standards of care, and how much clinicians are expected to rely on'; 'who approves a tool, who monitors its performance, and who has the authority'; 'transparency, safety monitoring, and bias assessment'; 'clarity, transparency, and ongoing oversight'). 4. Formulaic paragraph structure: The responses follow a predictable AI pattern of stating a broad principle, offering a generalized example ('For example, risk scores...'), and concluding with a neat summary of the impact ('This creates confusion...'). 5. Standardized AI talking points: The suggestion to use 'Plain-language AI labels... Similar to nutrition labels' is a very common, pre-packaged concept frequently generated by LLMs when discussing AI regulation and transparency. 6. Lack of concrete, personal anecdotes: Despite claiming to be written from a clinician's perspective, the text contains no specific, real-world clinical experiences, relying entirely on high-level, generalized policy language and hypothetical scenarios. 7. Sentence fragment: 'For example, by reducing documentation burden or flagging clinical risk in ways that are paired with clear next steps.' This is a grammatical fragment attempting to continue the previous thought, a common AI artifact when trying to simulate a conversational or varied sentence structure."
HHS-ONC-2026-0001-0027,95,"Several features strongly indicate human authorship. First, the text contains obvious PDF extraction artifacts, such as embedded page headers/footers ('TapestryHealth’s Response to RIN 0955-AA13 / January 27, 2026 / Page 2 of 4') and double bullet points ('• •'), showing it was a formatted document. Second, Section V contains a classic human copy-paste error where a chunk of text ('Additionally, AI can help identify specific opportunities...') is accidentally duplicated. Third, the comment demonstrates deep, highly specific domain expertise regarding the economics of Skilled Nursing Facilities (SNFs), such as the 'Capital vs. Operational' mismatch, and cites specific CPT codes and CFR sections. Finally, the rhetorical style is highly persuasive and perfectly tailored to the specific commercial lobbying interests of the company, using human phrasing like 'The AI Doctor will not work for free' and contrasting 'Big Brother' surveillance with safety."
HHS-ONC-2026-0001-0028,0,"1. Hallucinated dates and futuristic references (e.g., stating 'as of 2026' for FDA authorizations and citing 'OMB Memorandum M-25-21', which implies a future or non-existent document). 2. Rigid, repetitive structural template (each section strictly follows a 'Numbered Heading -> Context -> Recommendation' format). 3. Unnecessary quotation marks enclosing every recommendation, a frequent LLM artifact when prompted to 'draft exact wording' or 'provide recommendations' for a user to copy-paste. 4. Overly dramatic, buzzword-heavy phrasing (e.g., 'Autonomous Agentic Malware,' 'real-time calculus on defensive gaps,' 'multi-step calculus'). 5. Perfectly balanced rhetorical flourishes and 'mic-drop' concluding sentences (e.g., 'A policy that relies on human intervention for AI-driven threats is a policy that accepts failure,' 'If the data is poisoned, the clinical output is compromised'). 6. Formulaic concession-assertion sentence structures (e.g., 'While encryption is vital for patient privacy, it often masks...'). 7. Suspiciously specific, likely hallucinated cybersecurity exploit names (e.g., 'Servicenow BodySnatcher flaw,' 'Salesforce ForcedLeak exploit')."
HHS-ONC-2026-0001-0029,10,"1. Extreme overuse of the 'rule of three' (and four) for listing items, a classic LLM structural hallmark. There are over two dozen instances in this text (e.g., 'limited inpatient capacity, workforce shortages, and fragmented placement processes'; 'neutrality, transparency, and shared value'; 'safely, equitably, and at scale'; 'designing, governing, and sustaining'; 'boarding times, transfer delays, and access disparities').
2. Heavy reliance on perfectly balanced contrasts and 'not X, but Y' rhetorical structures (e.g., 'not model capability, but the absence of...', 'clinically reasonable but operationally infeasible', 'did not hinge on introducing new technologies; it depended on...', 'not because they were mandated to do so, but because...', 'not by proposing new AI tools, but by describing...').
3. Rigid, repetitive phrasing at the end of the first three paragraphs ('Illustrative concepts for this care setting are available upon request', 'Illustrative rural care concepts are available upon request', 'Statewide capacity concepts are available upon request'), suggesting an AI rigidly following a prompt instruction to offer more information.
4. Frequent use of em dashes to insert explanatory clauses or lists (e.g., 'point solutions—optimized for narrow workflows...', 'enabling infrastructure—providing the shared...', 'immediate operational problems—reducing transfer delays...', 'clinical decisions—whether related to triage...').
5. Highly abstract and generalized descriptions of 'Practical Experience' that lack any specific, concrete details, anecdotes, or names of states/hospitals, which is typical of AI generating plausible but non-specific filler.
6. Formulaic transition words and phrases to start paragraphs or sentences (e.g., 'Importantly,', 'Equally important,', 'By doing so,', 'As a result,').
7. The text cuts off mid-sentence at the very end ('focusing on shared, real-'), which frequently occurs when a user copies and pastes a lengthy AI-generated response into a web form with a strict character limit."
HHS-ONC-2026-0001-0030,90,"The text contains several grammatical and syntactical errors typical of human drafting, such as a missing apostrophe ('patients expectations'), a missing hyphen ('multi stakeholder'), and a clunky, run-on final sentence that loses its grammatical structure at the end ('to promote patient safety and equity all of the potential benefits'). Additionally, the highly specific references to local and professional organizations (UConn Health, Connecticut Hospital Association, HIMSS, ACHE, FMSA, CHiME) combined with inconsistent em-dash spacing and missing Oxford commas strongly indicate a human author, likely a healthcare administrator, rather than an AI."
HHS-ONC-2026-0001-0031,40,"This comment is a hybrid of human writing and AI-generated text. While the majority of the responses contain distinct human traits like typos ('red tap', 'do now have'), grammatical errors ('should be great amount'), informal phrasing ('closer to your deathbed'), and an abrupt cut-off at the end ('is bett'), the 'Reimbursement' section and the opening of the 'Research & Development' section are definitively AI-generated. 1. The 'Reimbursement' section exhibits a sudden, jarring shift to highly polished, corporate-academic vocabulary ('inherent rigidity,' 'transformative improvements,' 'essential catalyst'). 2. It relies on perfectly balanced, long sentences with classic AI rule-of-three/four structures (e.g., 'enhance diagnostic accuracy, personalize treatment plans, reduce medical errors, and ultimately save lives'). 3. It uses em-dashes for rhetorical emphasis ('promote—rather than hinder—'). 4. The first sentence of the 'Research & Development' section follows the exact same AI pattern, featuring a complex rule-of-three ('establishing...', 'creating...', 'funding...') and an em-dash ('alike—while allowing'). 5. The stark contrast in tone, grammar, and structural complexity between these specific sections and the rest of the text confirms they were generated by an AI model and pasted into an otherwise human-written submission."
HHS-ONC-2026-0001-0032,90,"The comment exhibits several strong markers of human authorship. The use of scare quotes around 'safety' conveys a distinctly human sense of frustration and irony regarding corporate or regulatory policies. The personal context provided ('high-functioning American on SSI with a chronic heart arrhythmia') is highly specific and grounds the technical request in authentic lived experience. Furthermore, the introduction of a highly specific, pragmatic advocacy concept ('User-Requested AI Agency') lacks the generic, verbose, and overly balanced rhetoric typical of AI-generated text, instead reading like a direct, purposeful plea from an accessibility advocate."
HHS-ONC-2026-0001-0033,100,"The text contains numerous definitive markers of human authorship. First, there is a consistent lack of hyphenation in compound adjectives throughout the document (e.g., 'peer reviewed', 'real world', 'data intensive', 'decision making', 'long term', 'employer sponsored'), which AI models almost universally hyphenate correctly. Second, the introduction features a clunky, run-on sentence with awkward comma placement ('operations both acute, and ambulatory, health information technology, in particular and relevant, building...'), whereas AI typically generates perfectly balanced and grammatically smooth lists. Third, there are distinct human typos, such as writing 'FRI Response' instead of 'RFI Response' in the footer, and the text abruptly cutting off at the end ('those use cases fall l'), likely due to a copy-paste error or character limit. Finally, the comment demonstrates highly specific, contrarian domain expertise—such as pushing back on the RFI's premise about payer incentives by citing patient 'velocity' and average enrollment durations—which reflects deep, authentic industry experience rather than generic AI generation."
