UID,human_author_probability,reason
SYNTH-0011,90,"The comment exhibits the precise, authoritative tone typical of a professional association's government affairs team. It uses highly specific policy and clinical terminology ('human clinical relationship', 'communication-impaired populations') without the verbose fluff or overly balanced sentence structures common in AI generation. Furthermore, the strong, definitive rhetorical stance in the second sentence ('must never be treated merely as algorithmic inputs') reflects genuine human advocacy rather than typical AI neutrality."
SYNTH-0012,95,"The comment is a single, highly specific sentence directly stating an organization's policy request. It lacks any of the typical hallmarks of AI generation, such as verbose introductions, balanced clauses, filler phrases, or moralizing conclusions. The extreme brevity, directness, and specific organizational attribution ('United Cerebral Palsy of Tennessee') strongly indicate it was written by a human advocate or policy staffer as a direct statement or form-letter template."
SYNTH-0013,0,"1. Simulated document formatting: The text includes 'Page 1' and 'Page 2' headers, but the total word count is only ~130 words. A real document would not break a 130-word text across two pages, indicating an AI was prompted to simulate a multi-page formal submission. 2. Factual hallucination regarding organizational structure: The American Chiropractic Association (ACA) is an organization of individual practitioners, not an umbrella group of '1,200 member organizations.' 3. Contextual mismatch: The comment claims chiropractors are fielding grievances about 'algorithm-guided care decisions' and pivots to 'safety-net facilities' bearing disproportionate consequences. These are generic AI-in-healthcare policy talking points that do not align with standard chiropractic practice. 4. Hallucinated statistics: The highly specific survey data ('third quarter of 2024', 'over two-thirds', 'under thirty percent') is a common AI hallucination technique to add false authority. 5. Overly academic/policy-wonk vocabulary: Uses phrases typical of LLM policy generation, such as 'sequencing embedded,' 'governance architecture,' and 'precautionary governance.' 6. Unnatural page break placement: The simulated page break occurs awkwardly in the middle of a cohesive clause ('before the democratic and regulatory foundations [PAGE 2] exist to support accountability'), which feels artificially inserted by an LLM rather than a natural pagination artifact."
SYNTH-0014,95,"The comment exhibits numerous hallmarks of authentic human writing. It contains a genuine typo ('clnic') and begins with a natural, slightly breathless run-on sentence that is typical of human frustration. The writer conflates two different types of healthcare algorithms (clinical decision support software in the doctor's office versus insurance claims adjudication), which reflects authentic human associative thinking rather than an AI's typically rigid logical categorization. The vocabulary is conversational ('folks', 'blood sugar crashed'), and the closing sentence delivers a highly specific, emotionally grounded appeal directly to the reader. There are no structural markers, balanced clauses, or vocabulary choices typical of AI generation."
SYNTH-0015,90,"The comment is a single, direct sentence that reads like a standard policy position from a professional advocacy organization. It uses precise public health and regulatory jargon ('equity outcomes,' 'safety-net providers,' 'marginalized communities') without any of the verbosity, introductory fluff, or overly balanced sentence structures typical of AI-generated text. Its extreme conciseness and specific organizational attribution strongly point to human authorship."
SYNTH-0016,20,"1. Lack of standard administrative boilerplate: Real corporate comments from major entities like Express Scripts invariably include specific docket numbers, agency names, and signatory titles, whereas this text relies on generic references ('this RFI'). 2. Formulaic paragraph structure: Follows a rigid AI template of introduction/context, a body paragraph with a balanced concession ('The pressure... is significant') followed by a pivot ('However...'), and a concluding paragraph summarizing the risks. 3. Overuse of standard AI transitional phrases: Relies heavily on predictable connectors like 'However,', 'Similarly,', and 'These instances demonstrate'. 4. Summarizing demonstrative pronouns: The phrase 'These instances demonstrate the compliance risks...' is a classic LLM technique for neatly wrapping up a paragraph's evidence. 5. Persona-adoption framing: The concluding sentence begins with 'From a corporate compliance and risk management perspective,' which is a typical AI framing device used when prompted to write from a specific viewpoint. 6. Perfectly balanced, dual-clause sentences: 'The pressure to accelerate AI adoption... is significant, and we recognize that our clients experience friction...' exhibits the typical LLM rhythm of acknowledging one side before addressing the other. 7. Sanitized, generalized corporate vocabulary: Heavy use of nominalizations ('measurable disparities,' 'demographic variances,' 'liability exposure') without citing any specific internal data, external studies, or legal statutes that a real compliance team would naturally include to bolster their argument."
SYNTH-0017,0,"1. Fictional artifact: The fax header uses a '555' phone number (802-555-0147), which is a universal fictional placeholder, proving the document is a synthetic creation rather than a genuine submission. 2. Spatially impossible page breaks: The text inserts 'Page 2 of 4' and 'Page 3 of 4' after only about 180-230 words each, demonstrating an LLM's lack of spatial awareness regarding actual printed page capacities. 3. Formulaic meta-transition: The sentence 'I will start with a specific situation because I think it matters more than abstract argument' is a classic AI structural device used to pivot from an introduction to a prompted anecdote. 4. Stock rhetorical phrases: The text relies on highly typical AI idioms and framing devices, such as 'The research on this is not speculative,' 'give HHS serious pause,' and 'We are not talking about edge cases.' 5. Obligatory nuance/concession: The paragraph beginning 'I am not opposed to AI in healthcare...' is a hallmark of RLHF-trained models, which consistently inject balanced perspectives and caveats to avoid sounding overly extreme. 6. Academic summary tone shift: The 'WHAT WE ALREADY KNOW' section shifts abruptly into a perfectly distilled, textbook-style summary of two famous studies (Obermeyer and Sjoding), reading more like an AI retrieval output than a social worker's natural voice. 7. Perfectly parallel policy list: The requested actions are formatted in a highly predictable, perfectly balanced three-point list, a standard AI structural preference."
SYNTH-0018,95,"The comment exhibits strong markers of human institutional authorship. It relies on highly specific, non-round statistical data (1,847 surgeon-researchers, 112 reviewed tools) typical of genuine academic reporting. It entirely lacks common AI filler, transitional phrases, or overly balanced rhetoric (e.g., 'While AI has potential...'). The vocabulary is precise and domain-specific ('implementation science', 'external validation research'), and the structure is highly efficient, moving directly from institutional attribution to evidence to a concrete policy recommendation without the verbose elaboration typical of LLMs."
SYNTH-0019,98,"The comment exhibits strong markers of human authorship: it is extremely brief, direct, and lacks the typical verbosity or balanced structure of AI-generated text. It includes a highly specific, personal detail ('My crewmate Dale') that AI models rarely invent unprompted. Furthermore, the natural use of colloquial idioms ('pump the brakes', 'unleashing') and the immediate, emotionally driven transition from a personal anecdote to a policy demand strongly indicate a genuine human writer."
SYNTH-0020,95,"The comment exhibits strong markers of human authorship, including a highly specific personal anecdote ('My client Darlene', 'waited four months'), natural and slightly informal phrasing ('kept calling her', 'actually mattered'), and a complete lack of typical AI structural tropes such as introductory fluff, balanced clauses, or overly formal vocabulary. The direct, concise delivery is highly characteristic of an advocate, lawyer, or social worker sharing a real-world experience."
SYNTH-0021,90,"The comment exhibits several strong indicators of human authorship typical of professional policy advocacy. It includes highly specific organizational details, such as a reference to a specific October 2023 issue brief and a real-world review of Minnesota safety-net clinics. The rhetoric is punchy and direct ('hardwiring existing disparities into the code') rather than the overly balanced, verbose, or hedged language typical of AI models. Furthermore, the policy demands are highly targeted and pragmatic (specifically tying authorization to 'Medicaid-funded facilities'), demonstrating a nuanced understanding of regulatory mechanisms rather than the broad, generic platitudes usually generated by AI. There is a complete absence of typical AI transition words or predictable structural markers."
SYNTH-0022,100,"The text contains definitive artifacts of human authorship and document formatting, including embedded page headers/footers ('Redox Comments on HHS Health Sector AI RFI | ONC-HHS-2024 | Page 1') and a mid-sentence truncation at the end ('does not yet'), which indicates a copy-paste error or a web form character limit cutoff. The content features highly specific, proprietary organizational data (e.g., Q2 2024 audit results, $180,000 cost burdens, 91% of payer contracts), precise legal and academic citations (88 Fed. Reg. 23746; Kelley et al., 2014), and procedural meta-commentary requesting an in-person hearing. The rhetorical style is grounded, pragmatic, and entirely lacks the predictable, overly balanced structures or generic vocabulary typical of AI generation."
SYNTH-0023,80,"The comment exhibits several strong markers of human institutional authorship. It uses standard, precise policy boilerplate ('welcomes this opportunity to respond') combined with highly assertive, unhedged legal and moral rhetoric ('foreseeable policy failure with identifiable victims'). Unlike typical AI-generated text, which tends to be verbose, overly balanced (e.g., 'While AI offers many benefits...'), and reliant on generic conclusions, this text is extremely concise, takes a hard and direct stance, and uses specific advocacy phrasing characteristic of lawyers or government relations professionals."
SYNTH-0024,90,"The comment contains a dangling modifier ('On behalf of the American Health Information Management Association, HHS must require...'), which is a common human grammatical error. AI language models are highly optimized for standard syntax and rarely make this specific type of subject-modifier mismatch, typically opting for 'On behalf of [Organization], we urge HHS...'. Additionally, the extreme brevity, directness, and specific organizational attribution are highly characteristic of human-written advocacy submissions or mass-campaign templates."
SYNTH-0025,90,"The comment exhibits numerous hallmarks of authentic human writing. It uses highly colloquial and regional phrasing ('two winters back', 'pushing this wide') and grounds its narrative in a very specific, accurate geographic reality (the common necessity of medical flights from Fairbanks to Anchorage). The sentence structure features natural, slightly run-on phrasing that mimics spoken thought rather than the perfectly balanced syntax typical of AI. Additionally, the author uses a typed double hyphen ('--') instead of the properly formatted em-dash ('—') that AI models almost exclusively generate. Finally, the logical leap from a personal medical monitoring scare to a specific socio-economic concern about administrative staff (schedulers and billing staff) is highly idiosyncratic and avoids standard AI boilerplate about algorithmic bias or patient privacy."
SYNTH-0026,85,"The comment is a single, direct sentence stating an organizational position without the verbose filler or predictable structures typical of AI. It uses specific, nuanced policy terminology ('therapeutic trust') alongside slightly informal phrasing ('speeding up' rather than 'accelerating'), which strongly indicates human authorship, likely as part of an advocacy campaign template or organizational brief."
SYNTH-0027,95,"The comment is extremely brief and direct, consisting of a single, clear sentence, which is highly uncharacteristic of default AI outputs that tend to be verbose and over-structured. It uses slightly colloquial but natural phrasing like 'real medical staff' instead of the more formal, sterile terminology an AI might default to (e.g., 'licensed healthcare professionals'). Furthermore, it perfectly mimics a standard, traditional organizational letter format without any of the typical AI filler, preamble, or summary conclusions."
SYNTH-0028,85,"The comment is a single, highly direct sentence that perfectly matches the standard bureaucratic and policy-oriented tone of a major medical organization. It uses precise institutional jargon ('compulsory equity impact assessments', 'clinical environments') without any of the verbosity, flowery language, or predictable structural balancing typical of AI-generated text. Its brevity and strict adherence to formal docket submission conventions strongly suggest it was drafted by a human policy professional."
SYNTH-0029,95,"The comment exhibits strong markers of human authorship, including highly specific personal details (wife's name, exact mileage, specific year, and a specific location: Morgantown). The tone is naturally conversational and slightly cynical, employing authentic colloquialisms like 'folks,' 'somebody ought to ask,' and 'pockets the savings.' Furthermore, the transition from a personal anecdote about rural healthcare access to a broader economic critique of hospital administration is organic and lacks the overly smooth, explicit transitional phrases (e.g., 'While this technology promises...') typical of AI-generated text."
SYNTH-0030,100,"This comment exhibits zero discernible features of AI-generated text and possesses numerous hallmarks of authentic human writing. The narrative is highly specific and grounded, including plausible local details ('up in Fort Collins', 'Loveland, Colorado') and a realistic timeline ('three solid months of records requests'). The syntax is natural and conversational, notably featuring minor, distinctly human punctuation choices, such as the lack of commas or quotation marks around hypothetical speech ('And the hospital will just say well the FDA cleared it so we're safe'). The emotional expression is authentic and appropriately paced ('It made my blood boil. It still does.'), avoiding the synthetic or overly polished empathy typical of LLMs. Furthermore, the text seamlessly employs colloquialisms ('holding the bag', 'shell game', 'ironed out', 'let them off the hook') and completely lacks standard AI vocabulary, formulaic transitions, or perfectly symmetrical paragraph structures."
SYNTH-0031,90,"The comment exhibits highly specific domain knowledge (referencing the 'EHR consolidation mistake') combined with a passionate, slightly idiosyncratic sentence structure. The phrasing 'federal credibility or data access flows' is dense and lacks the typical polished, balanced syntax of AI models. The dramatic, urgent conclusion ('at a scale no one can undo') and the complete absence of AI filler, preamble, or structural predictability strongly indicate human authorship."
SYNTH-0032,20,"1. Perfectly structured narrative arc: opens with a gritty personal anecdote to establish ethos, transitions smoothly to broader systemic issues, and ends with a nuanced policy recommendation. 2. Inclusion of a specific local detail ('Gratiot Avenue') which is a common AI technique to simulate authenticity when prompted to create a persona. 3. The transition phrase 'That incident has really stuck with me, because I've since learned this isn't rare' is a highly typical LLM bridging device between an anecdote and a broader argument. 4. A perfectly synthesized 'rule of three' list summarizing recent academic literature on healthcare bias (pulse oximeters, sepsis early warning programs, insurance algorithms), which feels overly polished and encyclopedic for a casual public comment. 5. The concluding sentence uses a classic AI balanced-nuance template ('I'm not saying [extreme position], but [moderate position]'). 6. The vocabulary shifts abruptly from gritty/colloquial ('pulled a man out', 'makes zero sense') to highly academic/policy-oriented ('work equitably for everyone, not just on average across a population') in a way that feels prompted rather than natural."
SYNTH-0033,98,"Several features strongly indicate human authorship. First, the text contains authentic document formatting artifacts, such as embedded page headers ('1upHealth Comments | HHS AI RFI Docket | Page 2'), which typically result from copy-pasting a PDF or Word document into a text field. Second, the final sentence cuts off abruptly ('...and those competing') right before the email address, a classic hallmark of hitting a strict character limit on a government submission portal. Third, the comment demonstrates deep, highly specific domain expertise, citing niche regulations (CFR 45 Part 170), specific health economists (Dafny, Gruber, and Ody), and proprietary internal data (1upHealth's Q3 2024 policy working group). Finally, the tone is genuinely persuasive and slightly adversarial ('should have taught HHS something'), lacking the hedged, overly balanced, or generic rhetoric typical of AI models."
SYNTH-0034,95,"The comment contains several strong indicators of human authorship. Most notably, the inclusion of a page header/break artifact ('AAO Comments | HHS AI RFI | Page 2') strongly suggests this text was copy-pasted from a human-formatted word processing document or PDF. Additionally, the text makes a deeply nuanced, philosophical argument about 'relational presence' and the displacement of human responsibility, which goes far beyond the generic concerns about bias, accuracy, or privacy typically generated by AI. The brief narrative about a frightened patient with a translating family member is highly specific, empathetic, and evocative. Finally, the text lacks common AI structural markers, such as predictable transition words, overly balanced paragraphs, or repetitive sentence structures, instead flowing with natural, professional rhetoric."
SYNTH-0035,100,"The comment exhibits numerous hallmarks of authentic human writing and lacks any discernible AI features. Key indicators of human authorship include natural typographical and grammatical errors, such as missing apostrophes ('isnt', 'cant') and a fused sentence ('A computer program isnt going to see that it just looks at numbers'). The text uses colloquialisms ('save a buck', 'hit the brakes', 'folks out here') in an organic, unforced manner. Furthermore, the transition from a highly specific, grounded personal anecdote (driving to Lexington, the doctor noticing shaking hands) to a localized policy concern (rural clinics replacing nurses) is logical but lacks the perfectly balanced, formulaic rhetorical structure or boilerplate concluding statements typical of AI-generated text."
SYNTH-0036,95,"The comment exhibits strong markers of human authorship, primarily its brevity, directness, and complete lack of typical AI filler or formulaic structure. The author makes a highly specific, idiosyncratic connection between their national advocacy work for non-English speakers and their local observations of rural Medicaid enrollees in Arkansas. This kind of nuanced, cross-demographic parallel drawn from personal geographic context ('As I see locally in Arkansas') is highly characteristic of human reasoning and lived experience, which AI rarely generates without highly specific prompting."
SYNTH-0037,95,"The comment exhibits multiple hallmarks of human authorship. First, its extreme brevity and directness are highly uncharacteristic of default AI outputs, which tend to include introductory fluff, balanced arguments, and concluding summaries. Second, the phrasing is natural, pragmatic, and slightly conversational ('left stranded,' 'simply blame each other') rather than overly formal or bureaucratic. Finally, it lacks any typical AI vocabulary (e.g., 'imperative,' 'crucial,' 'multifaceted') and gets straight to a highly specific, practical legal concern regarding liability."
SYNTH-0038,90,"The comment exhibits a high density of specialized policy terminology (e.g., 'disaggregated performance reporting by race and income', 'algorithmic prejudice') and lacks the typical verbose filler or generic preamble common in AI-generated text. The direct, concise organizational attribution and highly specific, actionable regulatory request are characteristic of human policy professionals drafting formal executive summaries or organizational comments."
SYNTH-0039,95,"The comment exhibits strong markers of human authorship. It opens with a highly specific, personal anecdote (naming the daughter 'Kayla', specifying 'eight months' of rushed appointments) without the generic framing or over-explanation typical of AI. The transition from this personal narrative to a broader socio-economic concern (job losses for women of color in administrative roles) is direct, grounded in lived experience, and lacks the balanced, 'on the one hand / on the other hand' rhetorical structure LLMs favor. The vocabulary is natural and conversational ('figured out', 'look harder', 'when the algorithm arrives'), completely avoiding the polished, formal, or overly academic phrasing commonly generated by AI."
SYNTH-0040,90,"The comment exhibits highly specific industry knowledge and historical context (comparing AI integration to the 'painful process of EHR consolidation'). The phrasing is concise, direct, and lacks the typical verbosity, balanced rhetoric, or formulaic transitions of AI-generated text. Phrases like 'subsidized into permanence' demonstrate a level of idiomatic human creativity and policy critique rarely produced by default AI models. The perspective shifts naturally from the individual ('I submit') to the corporate ('We are concerned'), reflecting authentic executive communication."
SYNTH-0041,95,"The comment is highly likely to be human-written due to its brevity, punchiness, and assertive tone ('we want to be direct'). It lacks the typical verbosity, balanced clauses, and formulaic transitions of AI-generated text. Furthermore, the pragmatic, real-world observation about liability ('the clinician, hospital, and vendor each point elsewhere') uses natural, idiomatic phrasing rather than the overly formal, abstract, or hedged language typical of LLMs."
SYNTH-0042,95,"The comment exhibits strong markers of human authorship, including colloquial phrasing ('basically panicked', 'stuff like this', 'completely lost my mind') and a natural comma splice in the final sentence ('...stuff like this, you have to have...'). The personal anecdote includes specific, localized details (Nemours Children's Health in Wilmington) that are integrated naturally rather than feeling like forced prompt injections. Furthermore, the text completely lacks typical AI structural hallmarks, overly formal vocabulary, or balanced rhetorical patterns."
SYNTH-0043,90,"The comment is a single, highly specific sentence that directly states an institutional policy position without any of the typical filler, throat-clearing, or rhetorical fluff common to AI generation. The vocabulary ('validated, site-specific performance benchmarks') reflects precise domain expertise and bureaucratic advocacy rather than the generalized, predictive text patterns of an LLM."
SYNTH-0044,90,"The comment exhibits highly authentic human traits, including conversational syntax with a natural run-on sentence ('...thousands of them, and the people... and most of them...'). It includes specific, grounded personal details ('granddaughter Tanya', 'kitchen table in Hattiesburg') that do not feel like generic AI placeholders. Furthermore, the writer demonstrates a nuanced, real-world perspective by contrasting a positive personal experience with AI (mammograms) against the negative news story (insurance denials), culminating in a direct, unpolished policy demand. It lacks any formulaic AI structure, balanced rhetoric, or typical LLM vocabulary."
SYNTH-0045,95,"The comment exhibits numerous hallmarks of authentic human authorship. It begins with a genuine admission of confusion regarding the specific policy being discussed ('getting them all mixed up'), which is highly typical of layperson regulatory comments but rare in AI generation. The phrasing includes natural colloquialisms and slight grammatical imperfections, such as ending with 'denied wrong' instead of 'wrongfully denied'. The narrative flows organically from personal confusion to a specific, grounded anecdote ('sat with that for three weeks'), to general hearsay, and finally to a plainspoken plea. It entirely lacks the balanced rhetoric, formal transitions, and polished vocabulary typical of AI models."
SYNTH-0046,95,"Several strong indicators point to human authorship. Most notably, the comment cuts off abruptly mid-sentence at the end ('rural West Virginia context specifically and'), which is a classic hallmark of a human user hitting a character limit in a web form or making a copy-paste error, something AI models rarely do unless explicitly prompted to simulate it. Additionally, the writer includes meta-commentary about the regulatory process itself—asking about public hearings, comment period extensions, and direct contacts at ONC—which reflects genuine human navigation of a bureaucratic system. The conversational transitions ('That third one matters more than it probably sounds') and the blend of specific local details (Ruby Memorial in Morgantown) with specific regulatory citations (Section 1557) feel highly authentic to a frontline professional."
SYNTH-0047,85,"The comment is extremely concise and dense with specific legal and policy terminology (e.g., 'enforceable labor impact assessments,' 'standing to contest automated decisions'). It lacks the typical verbosity, filler phrases, and predictable structural markers commonly found in AI-generated text. The direct, unembellished summary of a specific organization's stance reads like a human-authored executive summary or an advocacy campaign talking point rather than an LLM's typical generative output."
SYNTH-0048,90,"The comment exhibits the precise, dense policy language typical of professional advocacy organizations (AAHPM). It demonstrates a nuanced understanding of specific regulatory levers—such as tying AI governance to HHS 'reimbursement action'—which reflects specialized human policy expertise rather than generic AI text. The concise, structured format perfectly matches the standard conventions of formal organizational docket submissions."
SYNTH-0049,90,"The comment exhibits deep, lived domain expertise and a highly specific, critical perspective typical of a seasoned healthcare executive. It uses natural, pragmatic idioms ('ripping the software out', 'enforcement teeth') and precise industry terminology ('extraction pricing', 'Meaningful Use incentives', 'contracting leverage') rather than the generic, balanced platitudes typical of AI. The author directly challenges the premise of the RFI with a cynical but accurate historical parallel to the HITECH Act, and applies an academic citation (Obermeyer et al., 2019) in a nuanced way to discuss workflow lock-in rather than just generic algorithmic bias. The structural flow and argumentation are highly organic and lack any standard LLM structural markers."
SYNTH-0050,90,"Several features strongly indicate human authorship. Most notably, the personal anecdote about the daughter's delayed diagnosis (a doctor's failure to diagnose) does not perfectly align logically with the core policy complaint (insurance algorithms denying coverage). An AI prompted to write about algorithmic denials would almost certainly invent an anecdote that perfectly matches the issue (e.g., 'an AI denied my daughter's lupus medication'). This slight logical misalignment, bridged by emotional resonance ('Those are not separate problems'), is a hallmark of genuine human grievance writing. Additionally, the use of colloquialisms like 'older folks' and the grounded, unembellished details (Renee, Lexington, lupus) feel highly authentic and lack the typical polished, over-explained sheen of AI generation."
SYNTH-0051,90,"The comment is a single, highly specific sentence directly attributing a policy position to a real-world organization (The Future of Privacy Forum). It lacks the typical verbosity, filler, or formulaic structures of AI-generated text. The vocabulary is precise and tailored to regulatory advocacy ('independent workforce impact analysis', 'enforceable worker protections') without relying on generic AI buzzwords. Its extreme brevity and directness are characteristic of human-submitted executive summaries or organizational statements."
SYNTH-0052,90,"The comment exhibits numerous hallmarks of human authorship. It seamlessly integrates highly specific, localized details (Polk County, Des Moines) and accurate, nuanced industry jargon (post-acute care transfers, MA plans, secondary insurers, referral coordination team) that reflect genuine operational experience. The tone is authentically frustrated and employs natural, colloquial idioms ('weaponized,' 'massive chunk,' 'bandwidth to navigate,' 'kicks back a denial') rather than the overly formal, sanitized, or melodramatic vocabulary typical of LLMs. Furthermore, the narrative flow is organic and lacks the rigid, formulaic structure (e.g., perfectly balanced paragraphs, predictable transition words) commonly seen in AI-generated text. Finally, it references specific real-world contexts (OIG data on MA denials, Senate investigations into predictive algorithms) naturally, without the over-explanation that AI models often default to when introducing factual context."
SYNTH-0053,95,"The comment exhibits strong markers of human authorship, including highly specific personal details ('my little girl Mia', 'physician in Portland') and a natural, lived-in cynicism toward administrative jargon. The author makes an organic cross-domain analogy, applying their experience as a teacher to hospital administration, which is a uniquely human cognitive leap. Furthermore, the text uses evocative, colloquial phrasing ('people at the top decide the savings paid for itself', 'quietly shrink') and completely lacks the formulaic structure, predictable transitions, and overly balanced rhetoric typical of AI-generated text."
SYNTH-0054,90,"The comment exhibits strong markers of human authorship, particularly its grounding in specific organizational context ('AARP Georgia', 'our recent state-level listening sessions') and its direct, assertive advocacy tone. Unlike AI, which typically hedges and provides overly balanced perspectives ('While AI has many benefits...'), this text takes a firm stance immediately. Furthermore, the inclusion of a highly specific and nuanced historical analogy regarding health equity (the failure of pulse oximeters in darker-skinned patients) reflects deep, specialized domain knowledge rather than the generic examples of bias typically generated by AI models. The absence of common AI filler phrases and structural tropes further supports that this was written by a human policy advocate."
SYNTH-0055,95,"The comment exhibits highly authentic human characteristics, including industry-specific colloquialisms ('thirty years on the floor') and a conversational, slightly run-on sentence structure. Furthermore, the author expresses genuine confusion about the regulatory framework (wondering if the regulation is tied to 'Obamacare' and noting that 'agency names being thrown around' make it hard to follow), which is a hallmark of genuine layperson public comments. It completely lacks typical AI markers such as balanced rhetoric, formal transitions, or overly polished vocabulary."
SYNTH-0056,90,"The comment exhibits strong markers of human authorship, including a highly specific, grounded personal anecdote (wife's thyroid cancer, Duluth, three-week delay) without the generic or melodramatic framing typical of AI. The language is idiomatic and conversational ('dictate to the rest of us', 'wired into', 'pulls them out') while making a sophisticated, naturally flowing transition from personal experience to systemic critique (e.g., citing 'switching costs'). It completely lacks common AI structural markers, such as overly balanced clauses, robotic empathy, or formulaic transitions."
SYNTH-0057,90,"The comment is concise, direct, and uses standard policy advocacy terminology ('comprehensive evaluations,' 'worker outcomes,' 'heavily skew toward') without the typical verbosity, overly balanced sentence structures, or flowery language common to AI generation. The phrasing is highly specific to the organization's mission and reads exactly like a standard, human-authored bureaucratic submission or executive summary."
SYNTH-0058,95,"The comment exhibits strong markers of human authorship. It uses a highly effective rhetorical sentence fragment ('Not because the denial was correct, but because the appeals process is designed to be exhausting.') which AI models rarely generate naturally. The tone conveys genuine frustration ('continues to choose inaction', 'designed to be exhausting') rather than the neutral, overly balanced tone typical of AI. Furthermore, it seamlessly integrates highly specific, real-world context (the UnitedHealth/NaviHealth algorithmic denial scandal, specific 2023 survey data regarding MS patients) without relying on standard AI transition words or cliché vocabulary (e.g., 'delve', 'crucial', 'multifaceted'). The localized grounding ('our members in South Dakota') perfectly matches the author's title as a community organizer."
