UID,human_author_probability,reason
SYNTH-0011,90,"The comment exhibits several strong indicators of human authorship. First, it is highly direct and concise, lacking the verbose preambles, transitional fluff, and summarizing conclusions typical of AI-generated text. Second, it seamlessly integrates a specific, real-world reference (NaviHealth's algorithm) without over-explaining it, which is characteristic of an expert or advocate writing to a specialized audience. Finally, the concluding sentence ('Choosing acceleration over accountability is a decision, not a default') uses a punchy, combative rhetorical contrast that is a hallmark of human political advocacy, contrasting sharply with the diplomatic, neutral tone default AI models tend to adopt."
SYNTH-0012,95,"The comment is extremely concise and direct, lacking the typical verbosity, introductory fluff, or balanced rhetorical structures common in AI-generated text. It uses highly specific, technical policy terminology ('independent deployment-environment evaluation') rather than generic AI buzzwords. Furthermore, the phrasing 'our members' patients' reflects a nuanced, accurate understanding of the organization's structure (an association representing care providers, who in turn serve patients), whereas an AI would typically smooth this over into a more generic phrase like 'impacts patient care.' It reads exactly like a standard, human-drafted organizational advocacy statement."
SYNTH-0013,90,"The comment explicitly names a real-world research and consulting firm (Abt Associates) and uses highly specific, dense policy jargon ('precautionary governance,' 'democratic deliberation') that reflects deep subject-matter expertise rather than generic AI text. The sentence structure is concise but academically dense, lacking the typical balanced rhetoric, filler phrases, or predictable narrative arcs common in AI-generated text. The nuanced, specific policy stance (urging a shift from 'acceleration' to 'precautionary governance') strongly indicates a human policy analyst's authorship."
SYNTH-0014,90,"The comment exhibits strong markers of human authorship, particularly the use of natural, idiomatic emotional phrasing ('those eight months we lost still sit with me') which AI rarely generates. The personal anecdote hinges on a highly specific, nuanced behavioral observation ('downplaying his exhaustion') rather than a generic medical event, perfectly illustrating the writer's argument about algorithmic limitations. Furthermore, the text lacks the formulaic transitions, overly formal vocabulary, and predictable structural balance typical of AI-generated text. The concluding sentence is punchy and rhetorical, characteristic of genuine, passionate human advocacy."
SYNTH-0015,95,"The comment exhibits numerous hallmarks of authentic human writing. The pacing and rhythm are highly conversational and emotionally resonant, particularly the use of the short, emphatic fragment 'I do.' to reinforce sincerity. The syntax includes natural, slightly informal phrasing like 'getting told' and 'and I mean an answer.' The narrative seamlessly weaves specific, unforced personal details (a sister named Keisha, a specialist in Jackson, rural Mississippi) with a professional perspective (a teacher's classroom) to build a logical, grounded argument. Furthermore, there is a complete absence of typical AI buzzwords, overly balanced sentence structures, or formulaic transitions."
SYNTH-0016,90,"The comment exhibits a genuine misunderstanding of the administrative rulemaking process (asking if a Request for Information is a proposed or final rule), which is a highly typical human error found in real public dockets. AI models generally understand the distinction between an RFI and a rule, and would not naturally make this category error unless explicitly prompted to do so. Furthermore, the text is extremely concise, lacks any standard AI structural tropes (such as introductory fluff, bulleted lists, or balanced rhetorical clauses), and uses natural, slightly colloquial phrasing ('have not made it plain') rather than the verbose, overly formal vocabulary typical of LLMs."
SYNTH-0017,95,"The comment contains clear document extraction or copy-paste artifacts (repeated headers/footers with 'Page 1'), which is highly characteristic of a human submitting a formal institutional document or a PDF-to-text conversion. Furthermore, the text uses highly specific legal terminology ('practically unassignable to any solvent defendant') that reflects deep domain expertise rather than the generic, balanced boilerplate typical of AI models. The punchy, all-caps heading and extreme brevity also strongly indicate human authorship."
SYNTH-0018,0,"1. Semantic hallucination and persona mismatch: The comment claims to be from 'Atomwise' (a well-known AI drug discovery company) but describes operational experience with 'payer-side AI tools' and insurance coverage denials, which is completely unrelated to Atomwise's actual business, strongly indicating an LLM hallucinated the context. 2. Fabricated, highly specific statistics: The inclusion of '14 consortium institutions' and 'roughly 340 administrative hours annually per site' is a classic LLM hallucination pattern when prompted to include empirical data or evidence to support an argument. 3. Perfectly balanced, formulaic policy recommendation structure in the final sentence ('Before [Agency] does [Action], the Department should require [Policy 1], with [Policy 2] and [Policy 3] for [Vulnerable Group]'). 4. Overly polished, sterile vocabulary typical of LLM policy generation ('at scale,' 'operational experience,' 'explainability standards,' 'populations least positioned to self-advocate'). 5. High information density with zero syntactic flaws, lacking the natural variability, conversational transitions, or idiosyncratic phrasing typical of human-written public comments."
SYNTH-0019,90,"The comment exhibits numerous hallmarks of authentic human writing. The 'FW: RE:' header is an idiosyncratic formatting quirk typical of grassroots email submissions that AI rarely generates unprompted. The language is highly colloquial ('My buddy Dex', 'If the boss can save money'), and the geographic references are consistent and natural (Kenai Peninsula / Soldotna, AK). The tone is authentically cynical and grounded in working-class realities, completely avoiding the diplomatic, overly balanced, and verbose style typical of LLMs. Furthermore, the text lacks common AI structural markers such as transitional adverbs, rule-of-three lists, or formal concluding summaries."
SYNTH-0020,98,"Several features strongly indicate human authorship. First, the inclusion of email forwarding artifacts ('FW:', 'per Sara's instructions') reflects a real-world administrative workflow rather than an AI generation. Second, the brevity, directness, and conversational phrasing ('Someone should have to. That's all I'm asking.') are highly authentic and lack the verbosity, formal structure, or balanced rhetoric typical of LLMs. Finally, the specific, grounded reference to a real-world news story (UnitedHealth and NaviHealth algorithms) combined with a brief, unembellished personal anecdote feels entirely natural and avoids the generic, sweeping policy statements AI often defaults to."
SYNTH-0021,90,"The comment exhibits strong markers of human advocacy writing, including a direct and slightly confrontational tone ('we want to be direct', 'this RFI does not touch it') that AI rarely generates without highly specific prompting. It uses a punchy, single-sentence paragraph for rhetorical emphasis, which is a common human stylistic choice. The text focuses heavily on a specific, tangential political grievance (PBM consolidation and reimbursement distortions) rather than generic AI talking points, and naturally integrates industry jargon ('extract margins'). Furthermore, it lacks typical AI hallmarks such as balanced 'pros and cons' structures, predictable transitions, or overly formal, flowery vocabulary."
SYNTH-0022,90,"The comment is a single, highly dense, and precise sentence typical of institutional policy professionals or legal counsel. It lacks the typical verbosity, structural predictability, or conversational filler often found in AI-generated text. The use of highly specific regulatory and technical jargon ('site-specific demographic performance validation', 'reimbursement eligibility') aligns perfectly with human legal/policy drafting for federal dockets. Furthermore, it directly states the organization's name and stance without any unnecessary preamble or AI-like throat-clearing."
SYNTH-0023,15,"1. Perfectly balanced narrative structure: The text follows a flawless, highly optimized arc typical of LLM generation (personal anecdote -> systemic critique -> current events tie-in -> three-point list of demands -> punchy one-sentence conclusion). 2. Clinical implausibility: The anecdote describes a patient 'bouncing between automated screening tools' that flagged her as 'low risk' for early-stage cervical cancer. Cervical cancer is typically asymptomatic early on and screened via physical tests (Pap/HPV), not automated questionnaires. A real advocate would likely describe a specific symptom misdiagnosis rather than using the academic phrasing 'automated screening tools.' 3. Demographic mismatch: The author claims to recognize the 'NaviHealth situation' (which specifically involved Medicare Advantage AI denials for elderly patients in post-acute rehab) from their 'own caseload,' right after establishing their caseload includes 47-year-old migrant farmworkers. This reads like an AI synthesizing disparate 'AI healthcare harms' from its training data without understanding the distinct patient populations. 4. Rule of three: The text relies heavily on this common LLM structural quirk, appearing in the patient description ('moves seasonally, has no primary care doctor, and her records were split') and the numbered list of demands. 5. Theatrical transitions: Phrases like 'And what I keep coming back to, professionally, is...' feel like synthetic, prompted persona adoption. 6. Formulaic concluding rhetoric: 'Failing to act on those safeguards isn't neutral' is a classic LLM mic-drop conclusion, using a definitive moral framing to close the text."
SYNTH-0024,100,"The presence of a paginated header/footer artifact ('Meditech Comments | HHS AI RFI | Page 2') interrupting a sentence ('before... reimbursement') is a definitive hallmark of a human copying and pasting text from a PDF or Word document into a web form. Furthermore, the comment contains highly specific organizational details ('Meditech', 'New Hampshire', 'Q3 2024'), uses precise industry terminology ('headcount reduction', 'margin improvement', 'prior authorization staff') without relying on typical AI buzzwords, and advocates for a highly specific, nuanced policy position rather than a generic summary."
SYNTH-0025,95,"The comment consists of a single, slightly run-on sentence that conveys raw, spontaneous emotion. It uses deeply personal and conversational phrasing ('nearly lost to,' 'slow this down') rather than the formal, balanced, or overly polished rhetoric typical of AI. The seamless integration of a specific personal anecdote (naming the son, Marcus) with a direct, urgent policy plea lacks any of the structural hallmarks, predictable transitions, or vocabulary commonly associated with language models."
SYNTH-0026,15,"1. Fabricated/synthetic contact information: The email address 'apha_rfi_comments_oct2024@apha.org' appears synthetically generated for this specific context, and the letter lacks a standard human signature block (e.g., an executive director's name) which is standard for official organizational comments. 2. Overuse of hyphenated compound modifiers: The text densely packs hyphenated phrases like 'AI-driven', 'Medicaid-enrolled', 'limited-English-proficiency', 'informed-consent', 'bias-auditing', and 'human-centered', a common LLM stylistic quirk. 3. Formulaic balanced rhetoric: The transition 'APHA does not oppose AI... What concerns our members is...' is a classic AI template for demonstrating nuance and avoiding extreme stances. 4. LLM-typical policy buzzwords: Phrases like 'accelerationist posture', 'foundational equity questions', and 'precautionary, human-centered principles' are highly characteristic of AI-generated policy text. 5. Suspiciously neat statistical claims: The inclusion of highly specific, likely hallucinated survey data (63%, fewer than 30%) perfectly tailored to the argument without citing a specific published report name or link. 6. Use of a double hyphen ('--') instead of an em dash or colon in the subject line."
SYNTH-0027,95,"The comment exhibits several strong markers of human authorship: a genuine spelling error ('algortihm'), the use of a regional colloquialism (affirmative 'anymore'), and a rambling, run-on sentence structure. Furthermore, the abrupt, idiosyncratic logical leap from clinical decision tools to a personal grievance about Medicare Advantage junk mail perfectly captures authentic human frustration with 'the system,' a tangent that AI models typically avoid in favor of cohesive, structured argumentation."
SYNTH-0028,20,"1. Perfectly structured narrative arc: The text moves flawlessly from a personal anecdote to persona establishment, academic evidence, emotional imagery, policy recommendations, and a poignant callback to the opening anecdote, which is a textbook AI essay structure. 2. Overly polished rhetoric and parallel structure: Uses highly balanced sentences and anaphora (e.g., 'The efficiency will be real. The loss will also be real,' 'We are not simply changing... We are changing...', 'If we design systems... and if those recommendations... we will have done something... We will have transformed...'). 3. Persona inconsistency: The author claims to be a 'retired librarian from Tennessee' who is 'not a clinician' and wants to 'be careful not to overstate my expertise,' yet seamlessly uses highly specific technical and academic phrasing like 'algorithm's confidence interval' and cites 'Moerman and Jonas on the meaning response.' 4. Manufactured cinematic empathy: The imagery used to describe the clinical encounter ('reads the hesitation before an answer, the way someone holds their coat in their lap, the daughter sitting in the corner who shakes her head slightly') is a common hallmark of advanced LLMs prompted to write with emotional resonance and specific human details. 5. Aphoristic phrasing: Uses artificially profound, perfectly balanced philosophical statements (e.g., 'the difference between information retrieved and wisdom applied,' 'diagnostic work that has no data field,' 'There is no checkbox for what a good doctor senses in a room'). 6. Standard AI concession paragraph: Includes a textbook balanced perspective paragraph ('I am not opposed to AI in medicine. I want to be clear about that...') before moving into the final recommendations. 7. Neat, bulleted policy recommendations: Transitions abruptly from a highly emotional, literary tone into perfectly formatted, pragmatic regulatory requests. 8. Thematic callback: The final sentence ('Evelyn's resident had about twenty minutes with her, which almost wasn't enough') is a classic AI essay-writing technique to neatly tie a bow on the narrative."
SYNTH-0029,95,"The text contains a distinct formatting artifact ('AAAAI Comments | HHS AI RFI | Page 2') that strongly indicates it was extracted from a multi-page PDF document, which is standard for formal organizational submissions to federal dockets but highly unusual for raw AI generation. Furthermore, the comment lacks typical AI structural tropes, such as overly balanced clauses or generic transitional phrases. The vocabulary is highly specific to healthcare policy advocacy ('CMS fee schedules,' 'reimbursement guidance,' 'practice administrators'), and the slight shift to a more colloquial register at the end of the first paragraph ('when something goes wrong') is highly characteristic of human drafting."
SYNTH-0030,90,"The text exhibits highly idiosyncratic and natural phrasing (e.g., 'pattern-recognition-under-uncertainty problem'), genuine epistemological humility ('I genuinely don't know the answer to that...'), and psychologically acute observations ('She was scared and she minimized'). The inclusion of a specific, accurate academic hedge ('I believe from Kelley and colleagues among others') and a specific hospital ('Brigham and Women's') points to human lived experience and expertise. The varied sentence lengths, including punchy rhetorical beats ('The system looked clean. The system was wrong.'), and the abrupt cut-off at the end strongly suggest a human author who made a copy-paste error or hit a character limit, rather than an AI output."
SYNTH-0031,20,"1. Unnatural third-person organizational framing ('The American Kidney Fund asks...') for a single-sentence comment; genuine organizational comments are typically lengthy, formal documents, while individuals write in the first person. 2. Perfectly balanced rhetorical contrast in the first half ('rural hospital closures continue while HHS prioritizes AI acceleration'). 3. Use of the formal conjunction 'as' to pivot seamlessly from a macro-policy critique to a micro-level emotional appeal. 4. Inclusion of a highly specific, synthetic-feeling emotional anchor ('a Montana dialysis patient'), which is a classic LLM artifact when prompted to provide a concrete or humanizing example. 5. Overly polished, melodramatic phrasing ('no algorithm replaces the nephrologist') that creates an artificially perfect narrative arc in just a single sentence."
SYNTH-0032,95,"The comment exhibits numerous hallmarks of authentic human writing. It contains natural typographical omissions (missing apostrophes in 'didnt' and 'Im') that AI models rarely produce unless specifically prompted to make errors. The narrative is grounded in a highly specific, believable personal anecdote (a cardiologist in Greenville, being a 65-year-old construction worker) and uses conversational, slightly imprecise phrasing ('ran some computer program'). Furthermore, the argument introduces a raw, class-conscious perspective ('Wealthy patients will still get that. People like me will get handed off to a machine.') that feels emotionally authentic, and it concludes with a blunt, pragmatic demand ('Slow this down.') rather than the balanced, summarizing conclusions typical of AI-generated text."
SYNTH-0033,20,"1. Anonymized specificity: The text uses highly specific, authoritative-sounding data points ('94 days,' 'eleven distinct eligibility frameworks') but completely omits the name of the organization, the partner institutions, or the specific FDA guidance, which is a classic hallmark of an AI hallucinating details for a generic persona. 2. Perfectly balanced three-sentence structure: Sentence 1 introduces the thesis with a classic AI concession ('supports the broader goal... but'); Sentence 2 provides supporting 'data'; Sentence 3 delivers a forward-looking warning/conclusion. 3. Overly smooth narrative arc: The text moves flawlessly from general support to a specific problem to a dire consequence without any natural digressions, formatting quirks, or human conversational friction. 4. High density of policy buzzwords: It packs 'reimbursement infrastructure,' 'adjudication delay,' 'eligibility frameworks,' and 'payment architecture' into a very short span, reading like an LLM optimizing for domain-specific vocabulary. 5. Dramatic, definitive conclusion: Uses strong, slightly hyperbolic predictive phrasing typical of AI wrapping up an argument ('locking in a broken payment architecture that will be nearly impossible to unwind once scaled')."
SYNTH-0034,80,"The comment is a single, highly focused sentence that reads like a standard advocacy talking point or organizational template. It lacks typical AI hallmarks such as verbose introductions, balanced 'both-sides' rhetoric, or generic platitudes. The vocabulary ('mandatory equity impact assessments', 'unprotected deployment') and the emotive, pointed phrasing ('already failed by existing systems') are highly characteristic of human-authored legal or advocacy writing."
SYNTH-0035,90,"The comment exhibits several strong markers of human authorship. First, it uses natural, slightly idiosyncratic phrasing ('caught her condition', 'human second-guessing gets removed') that deviates from the highly standardized, predictable vocabulary of AI models. Second, the transition from a personal anecdote to a systemic critique is organic and lacks the rigid, formulaic transitional phrases (e.g., 'Furthermore,' 'This highlights the need') typical of LLMs. Third, the core argument—that understaffed hospitals will adopt AI fastest to replace human oversight—is a highly specific, pragmatic, and somewhat cynical observation typical of human advocates, rather than the generic 'algorithmic bias' talking points AI usually generates. Finally, the text avoids the balanced, non-committal rhetoric (e.g., 'While AI offers many benefits...') that AI models almost always default to when discussing complex policy issues."
SYNTH-0036,10,"1. Factual/contextual anomaly typical of AI hallucination: The comment claims to be from 'Optum' but cites the 'NaviHealth' scandal as a cautionary tale, ignoring that Optum owns NaviHealth and is the primary defendant in the associated AI-denial lawsuits. An official corporate comment would not frame its own subsidiary's scandal this way; 2. Inclusion of a highly specific, likely hallucinated statistic ('average of 340 staff hours per payer negotiation cycle') to artificially boost credibility; 3. Use of a rhetorical question ('Who exactly is reviewing these denials before they go out?') to pivot to the conclusion, a hallmark of LLM persuasive writing; 4. Inconsistent tone: The text starts with formal corporate boilerplate ('Optum submits these comments...') but ends with an overly dramatic, informal, and aggressive accusation ('...and HHS knows it') that is highly uncharacteristic of a Fortune 5 company's regulatory submission; 5. Perfectly balanced but dense phrasing ('AI-generated coverage determination logic', 'administrative friction get weaponized') that smoothly but artificially bridges sterile corporate jargon with highly emotive appeals."
SYNTH-0037,10,"1. The date is in the future (May 12, 2025), strongly indicating a simulated prompt rather than a real submission. 2. Perfectly balanced rhetoric and dramatic short sentences used for emphasis (e.g., 'The denial rate wasn't an anomaly. It was the product.'). 3. Use of a rhetorical question to pivot the argument ('faster toward what, and for whom?'). 4. Highly structured epistrophe and repetition in paragraph 4 ('Elderly patients don't have those things in abundance. Patients with disabilities don't. Low-income patients don't. Non-English speakers... certainly don't.'). 5. Academic and economic phrasing ('systems optimized for throughput tend to externalize their costs') that feels slightly incongruous with the gritty 'bedside nurse' persona established in the opening. 6. Rule of three in paragraph 6 ('who has access to the actual clinical record, who has time to read it, and whose signature carries accountability'). 7. Anaphora in paragraph 8 ('I recognize HHS is not the only actor here. I recognize this is complicated.'). 8. A highly polished, cinematic narrative arc that moves flawlessly from personal anecdote to systemic critique to a specific policy demand, ending with a poignant emotional hook ('The 84-year-old woman...'). 9. Overly smooth transitions and a complete lack of natural idiosyncrasies, digressions, or minor imperfections typical of genuine public comments."
SYNTH-0038,90,"The comment is extremely brief, consisting of a single, highly focused sentence, which strongly contrasts with the typical verbosity and structured formatting (intro, body, conclusion) of AI-generated text. It uses standard organizational letterhead formatting and direct, assertive advocacy jargon ('democratic governance frameworks', 'meaningful community consent processes') without the equivocal, balanced rhetoric or over-explanation characteristic of LLMs. There are absolutely no typical AI markers such as transition words, bullet points, or summary conclusions."
SYNTH-0039,95,"The comment exhibits numerous hallmarks of genuine human authorship. It includes highly specific, localized details ('neighbor Dottie', 'forty-one years at Vanderbilt') and uses informal, emotionally driven capitalization ('TWICE', 'DOES') alongside non-standard punctuation ('!!'). The phrasing is colloquial and conversational ('caught it', 'plain English', 'one of those automated systems'), completely lacking the sanitized vocabulary, balanced clauses, and formal transitions typical of AI-generated text. The natural, slightly unstructured flow from a personal anecdote to a frustrated policy question strongly indicates a real citizen expressing genuine concern."
SYNTH-0040,20,"1. Highly formulaic, perfectly balanced single-sentence structure ([Entity] submits... with concern that [Action] without [Condition] risks [Negative Outcome] rather than [Positive Ideal]). 2. Use of the dramatic cliché 'converting patients into data points', which is a frequent LLM trope when prompted to discuss the risks of healthcare AI. 3. Unnatural, slightly off-register word choice ('genuine, answerable presence') which reads like an LLM attempting to find a novel, poetic synonym for 'human touch' or 'accountability' but resulting in a phrase rarely used in actual legal or medical advocacy. 4. Complete lack of specific regulatory, legal, or technical details expected from a genuine corporate submission, reading instead like a high-level, prompted philosophical statement."
SYNTH-0041,95,"The comment reads as highly authentic and human-written. It relies on a specific, personal anecdote with natural conversational phrasing ('some kind of,' 'back in January'). The emotional response ('spent three weeks frightened') and specific medical detail ('inflammation history') feel grounded in lived experience rather than generated by a prompt. It lacks typical AI markers such as overly formal transitions, balanced rhetorical structures, or generic policy summaries, ending instead on a blunt, naturally frustrated note ('Nobody asked me first, and nobody seemed to think that was a problem')."
SYNTH-0042,85,"The comment exhibits standard organizational advocacy writing. The slight redundancy in the opening ('On behalf of the Infectious Diseases Society of America, IDSA respectfully submits...') is a common human drafting quirk in formal submissions. It uses highly specific health policy terminology ('safety-net settings,' 'clinical decision support tool') concisely and without the verbose, generic filler typical of AI. Furthermore, the final sentence is a punchy, crafted soundbite characteristic of professional policy advocates, lacking the balanced, formulaic summary structure usually generated by AI models."
SYNTH-0043,80,"The comment is extremely concise and direct, lacking the typical introductory filler, balanced clauses, or verbose transitions common in AI-generated text. It relies on dense, specific policy terminology ('equity and informed-consent governance frameworks') and cites a highly specific statistic (68%), which is characteristic of human-written advocacy summaries, press releases, or organizational talking points pasted directly into a comment form."
SYNTH-0044,95,"This comment exhibits numerous hallmarks of authentic human writing and zero discernible features of AI generation. The most prominent human feature is the inconsistent capitalization (e.g., lowercase 'i', starting sentences with lowercase letters like 'they do.', 'but what i keep', and 'elderly patients'), which perfectly mimics natural, quick typing on a keyboard or mobile device. The phrasing relies on natural colloquialisms ('bounced around', 'flagged her wrong', 'radical ask') and effective sentence fragments ('not just technically available.'). Furthermore, the narrative flows organically from a specific, believable personal anecdote to a broader policy argument referencing a real-world news event (UnitedHealth/NaviHealth) and making a concrete demand of HHS, completely avoiding the balanced, formulaic, and overly polished structures typical of LLMs."
SYNTH-0045,0,"1. Contradictory persona: The author claims to be a 'stay-at-home parent, not a health policy professional' and 'not a lawyer' who doesn't 'fully understand' the RFI, yet seamlessly and accurately cites 'Section 1557 of the Affordable Care Act' and 'Office for Civil Rights' guidance on nondiscrimination. 2. Contrived exposition: The explanation for finding the docket ('my pharmacist mentioned something about new transparency requirements') feels like an artificial prompt-fulfillment device to justify a layperson's participation. 3. Highly structured formatting: The use of ALL CAPS thematic headings (e.g., 'ON ACCOUNTABILITY AND THE HUMAN IN THE CHAIN') is characteristic of AI organizing its outputs. 4. Perfectly balanced, dramatic rhetoric: Sentences like 'What saved her was not a faster algorithm. It was a physician who stopped...' and 'Not as a checkbox. As a real prerequisite' are overly polished and typical of AI-generated persuasive text. 5. Too smooth a narrative arc: The text follows a flawless structural loop, opening with the anecdote about Nora in Spokane, expanding into systemic equity and legal arguments, and neatly returning to Nora and Spokane in the concluding paragraph. 6. AI-typical rhetorical framing: Phrases like 'I don't think that's a controversial claim' and 'I genuinely do not know who is responsible' are common AI templates for expressing reasonable concern. 7. Unnatural vocabulary blending: Mixing highly technical regulatory phrasing ('mandatory equity impact assessments,' 'disparate outcomes for different patient populations') with a forced conversational tone ('I'll be honest,' 'I have some things I want to say')."
SYNTH-0046,100,"The comment is a concise, highly specific excerpt from a corporate regulatory submission. It includes precise, proprietary-sounding data points ('4.3 separate certification processes', 'seven months') typical of human-authored corporate lobbying. The formatting (header, address block, specific subject heading) matches standard formal letter templates. It completely lacks typical AI hallmarks such as verbosity, overly balanced sentence structures, generic introductory or concluding remarks, and common AI vocabulary."
SYNTH-0047,90,"The comment exhibits highly naturalistic storytelling with specific, grounded details ('clinic in Jackson', 'went quiet for a second') that capture subtle human interactions. The philosophical connection drawn between 22 years of Army experience and medical accountability ('the distance between those two ideas is where people get hurt') is deeply idiosyncratic and poignant, lacking the contrived or cliché tone AI typically adopts when prompted to simulate a persona. Furthermore, the text is entirely free of common AI buzzwords, overly formal transitions, or synthetic structural balancing, relying instead on plainspoken, earnest advocacy (e.g., 'My ask to HHS is simple')."
SYNTH-0048,90,"The comment is a single, highly concise sentence typical of an official organizational policy statement. It uses direct, forceful advocacy language ('urges HHS to pause', 'build real governance guardrails') without the typical verbosity, throat-clearing, or overly balanced rhetoric common in AI-generated text. The use of the word 'real' in 'real governance guardrails' reflects a human rhetorical choice to emphasize the inadequacy of current or proposed measures, which feels organic and context-specific."
SYNTH-0049,90,"The comment is a single, highly specific sentence typical of organizational advocacy. It uses precise policy terminology ('equity impact assessments,' 'unvalidated algorithmic tools') without the verbose, overly balanced, or generic filler often produced by AI. The direct, concise structure ('On behalf of [Organization], we urge [Agency] to [Action], as [Rationale]') is a standard, efficient template used by human policy advocates and lobbyists for docket submissions."
SYNTH-0050,98,"This comment exhibits zero discernible features of AI generation. It relies on a highly specific, localized personal anecdote (naming a granddaughter, Renee, and a specific real-world facility, Grady Hospital in Atlanta). The phrasing 'sat down with her full history' is a natural, conversational human idiom. Furthermore, the comment is extremely concise, direct, and lacks any of the typical AI hallmarks such as overly formal vocabulary, balanced sentence structures, filler words, or generic policy summaries. The concluding plea ('Please do not rush this.') is emotionally grounded and unembellished."
