UID,human_author_probability,reason
UID-0011,90,"The text contains several distinct grammatical and typographical errors that AI models rarely produce, including a sentence fragment ('As well as creating an informational hospital course synthesis for discharge summaries.'), missing punctuation ('clinical data medical literature'), a subject-verb agreement error ('Each of the use cases above require'), and a diction error ('propriety information' instead of 'proprietary'). Additionally, the inclusion of verbatim institutional boilerplate in the footnotes and mid-text pagination headers ('Assistant Secretary Keane / February 23, 2026 / Page 2') strongly indicate a human-drafted word-processed document. While the future dates (2025/2026) suggest this may be a simulated policy exercise or academic assignment, the mechanics of the writing strongly point to a human drafter."
UID-0012,95,"The text contains highly specific, nuanced policy arguments demonstrating deep domain expertise (e.g., references to ASTP/ONC, AHRQ, CMIOs, fee-for-service vs. value-based models, and the distinction between data movement and data meaning). Furthermore, the text includes several artifacts typical of a human-submitted PDF document that has been copy-pasted or converted to plain text, such as repeated footer information (website and LinkedIn links), a typo with double parentheses '(HAI) )', a missing period at the end of section II.D, and cut-off text at the very end of the document ('https://health'). These formatting imperfections, combined with the sophisticated and highly targeted nature of the policy recommendations, strongly indicate human authorship."
UID-0013,95,"The text contains several natural human typographical errors that AI models rarely make in formal writing, such as 'Dr. Mr. Keane,' (likely a typo for 'Dear Mr. Keane,' or a botched edit), 'At the same,' (missing the word 'time'), and the less common spelling 'preventible'. It also includes highly specific corporate statistics, trademarked product names (aiOS™, CARE™), and accurate, detailed footnotes with URLs that reflect internal company knowledge and human formatting. The overall structure, tone, and use of industry-specific jargon perfectly match a standard corporate regulatory response, lacking the generic, overly balanced, or repetitive rhetorical structures typical of AI-generated text."
UID-0014,90,"The comment contains highly specific labor union terminology (e.g., 'deskilling,' 'speed-up activities,' 'surveil workers,' 'collective bargaining agreements') and nuanced policy arguments (e.g., the inability of clinicians to meaningfully review AI-generated prior authorization denials without model transparency) that strongly indicate human authorship by an organizational policy analyst. The inclusion of specific details like 'ambient listening' technologies and the environmental impact of 'nitrogen oxides' from AI infrastructure further demonstrates human-led research and specific organizational positioning rather than generic AI generation. The structure and tone perfectly match a formal, professionally drafted union submission."
UID-0015,90,"The comment exhibits several strong indicators of human authorship. First, it contains highly specific, proprietary technical details (e.g., '3-tier capability token system', '365-day CloudWatch retention', '9 report types') and accurate references to real company executives, which reflect internal corporate knowledge rather than AI hallucination. Second, the policy arguments are highly nuanced and industry-specific, particularly regarding fee-for-service reimbursement limitations and liability allocation. Finally, the text abruptly cuts off at the very end ('Codify payer expectation'), which is a classic hallmark of a human user copy-pasting text into a web submission form with a strict character limit. While the highly structured and polished nature of the text means AI could have been used for minor editing or drafting assistance, the core content and formatting artifacts are overwhelmingly human."
UID-0016,95,"Several features strongly indicate human authorship. First, the presence of standalone numbers ('1', '2', '3') evenly spaced throughout the text are clear artifacts of page numbers from a scraped PDF, indicating an authentic submitted document rather than raw AI output. Second, the text employs highly specific, insider DC policy jargon and references nuanced legislative issues (e.g., 'short-term extension-to-extension policymaking,' 'lapses of Medicare telehealth and hospital at home,' 'archaic distant site practitioner-type limitations') that reflect deep, authentic subject matter expertise. Third, the use of idiomatic phrasing like 'Clear the decks' is characteristic of human advocates and lacks the sterile, overly balanced tone typical of AI. Finally, the abrupt cutoff at the end is a common text-scraping artifact. The anomalous '2026' date is likely a human typo for 2024 (February 23, 2024 was a Friday, a common regulatory deadline)."
UID-0017,90,"The comment is highly concise and uses precise, domain-specific terminology ('human clinical relationship,' 'communication-impaired populations') that reflects the exact advocacy priorities of the named organization (ASHA). It lacks the typical verbosity, filler words, or overly balanced sentence structures common in AI-generated text. The phrasing reads exactly like a human-crafted policy position statement or a pre-written advocacy template distributed to organization members."
UID-0018,100,"The comment contains several definitive artifacts of human authorship and submission. Most notably, there is a document footer ('Perelman Center for Advanced Medicine | 3400 Civic Center Boulevard...') stranded in the middle of the text, which clearly indicates a human copied and pasted the response from a paginated document (such as a Word document or PDF). Additionally, the text abruptly cuts off at the very end ('are not likely to be considered pa'), which is a classic hallmark of pasting text into a web form that has a strict character limit. Beyond these formatting artifacts, the text utilizes standard institutional boilerplate, demonstrates deep and highly specific domain knowledge (referencing TEFCA, CMS-Aligned Networks, ACCESS/TEMPO models, and specific FDA/Supreme Court cases), and lacks the repetitive, perfectly balanced rhetorical structures typical of AI generation."
UID-0019,0,"1. Hallucinated future dates and events: The text references dates in 2025 and 2026 as if they have already occurred (e.g., 'February 23, 2026', 'FDA released new CDS guidance in January 2026'), which is a definitive hallmark of an AI prompted to write a scenario set in the future. 2. Fabricated future citations: The comment includes highly specific but fabricated legal and academic citations for future publications, such as '90 Fed. Reg. 60,108 (Dec. 23, 2025)' and a '2025 JAMA Health Forum study' (Vol. 6, No. 2 (2025)), which are classic LLM hallucinations. 3. Token limit cut-off: The text ends abruptly mid-sentence ('resources to continuous'), which is a frequent artifact of an AI text generator hitting its maximum output token limit. 4. AI-typical marketing rhetoric: The phrase 'augmenting human judgment with precise, actionable insights at the point of care' relies heavily on standard AI industry buzzwords and LLM-favored phrasing. 5. Overly smooth narrative arc blending fact and fiction: The text seamlessly weaves real past events (the April 2024 letter from Sen. Cassidy) into a fictionalized future narrative (January 2026 FDA guidance) with perfectly balanced paragraph structures and transitions characteristic of LLM generation. 6. Grammatical inconsistency in generated statistics: The sentence 'Diluted CDS functionality slashes projected clinician time savings... and cut diagnostic accuracy...' contains a tense/agreement error ('slashes' vs 'cut') sometimes seen when LLMs stitch together statistical claims from different parts of their latent space."
UID-0020,90,"Several strong indicators point to human authorship, particularly errors consistent with human drafting and template reuse. First, there is a glaring copy-paste error in the conclusion: the letter is addressed to ASTP/ONC, but the final paragraph offers to collaborate with 'OSTP' (a different federal agency), which is a classic human error when reusing older advocacy letters as templates. Second, there is a punctuation inconsistency in the introduction, mixing proper em-dashes and double hyphens in the same sentence ('psychological science—the study... emotion—into the entire AI lifecycle -- the end-to-end process...'), suggesting parts of the sentence were copy-pasted from boilerplate text while others were typed manually. Third, the text contains a grammatical typo ('a chatbots') and clunky, redundant phrasing ('primary key concern') that AI models rarely produce. Finally, the author copy-pastes the exact 16-word phrase ('augment, not replace, the clinical judgment and therapeutic relationships that are the bedrock of quality care') three separate times across the document; while AI models tend to vary their phrasing to sound natural, human advocates frequently copy-paste core organizational talking points verbatim."
UID-0021,85,"The comment is a single, dense sentence utilizing highly specific policy and regulatory jargon (e.g., 'disaggregated performance reporting by race and income', 'algorithmic prejudice'). It lacks the typical conversational padding, overly balanced rhetoric, or generic transitions common in AI-generated text. The direct, utilitarian structure is highly characteristic of a formal organizational statement drafted by a legal or policy team rather than an LLM attempting to sound persuasive."
UID-0022,20,"1. Simulated future timeframe: The header date of 'March 2025' and the reference to a 'Q1 2025 internal contract analysis' strongly suggest a synthetic scenario generated from a prompt. 2. Rigid, perfectly balanced structure: The comment follows a flawless five-paragraph progression from a historical hook (HITECH) to current critique, empirical data, literature support, and a policy conclusion. 3. Overly smooth integration of citations: The text seamlessly weaves together references to Adler-Milstein, an FTC 2023 report, and an ONC 2024 report without any of the formatting quirks or clunky transitions typical of human writers. 4. Artificial rhetorical contrast: The use of a complex setup followed by a punchy, dramatic short sentence ('Large incumbents can.') is a classic LLM stylistic flourish used to simulate persuasive human writing. 5. Injected personal anecdote: The sudden shift to the first person ('I spend a lot of time reviewing these vendor agreements...') feels artificially inserted into an otherwise highly institutional and academic text, likely to fulfill a prompt instruction for a 'human touch.' 6. Impeccable, dense phrasing: Sentences are perfectly balanced and lack any natural conversational drift or minor syntactic imperfections (e.g., 'When federal reimbursement signals and regulatory fast-lanes are given...'). 7. Sanitized edginess: The critique that the RFI 'makes HHS act like a marketing arm' is typical of the polished but forceful tone LLMs adopt when prompted to take a critical stance."
UID-0023,95,"The comment contains strong mechanical indicators of human authorship, particularly the inclusion of document pagination artifacts ('Page 1', 'Page 2') and an abrupt, incomplete sentence at the end of the text right before an email address ('...and those competing dbaker@1uphealth.io'). These are classic hallmarks of a copy-paste error, a web form character limit cutoff, or a raw PDF text extraction, which AI models do not naturally generate. Furthermore, the text demonstrates deep, highly specific domain expertise—citing CFR 45 Part 170, specific economic papers like Dafny, Gruber, and Ody (2023), and internal Q3 2024 working group data—without relying on the generic, balanced rhetoric or predictable structural tropes typical of AI-generated text. The tone is authentically assertive, slightly frustrated, and highly characteristic of a professional policy advocate."
UID-0024,0,"1. Token limit cut-off: The text ends abruptly mid-sentence ('conducted in c'), which is a definitive hallmark of an AI model hitting its maximum output token limit during generation. 2. Hallucinated future dates and URLs: The document is dated 'February 23, 2026' and references events and URLs from late 2025 and early 2026 (e.g., a STAT News article dated '2026/02/03' and a Nature Medicine study from 'February 2026'). This indicates it is a synthetic text generated by an AI prompted to simulate a future scenario. 3. Rule of three: The text employs the classic AI rhetorical pattern of grouping adjectives or clauses in threes, such as 'They are documented, ongoing, and escalating' and 'Unvalidated Claims, Misaligned Incentives, and Regulatory Fragmentation'. 4. Perfectly balanced rhetoric and counter-arguments: The text uses highly formulaic, balanced phrasing typical of LLMs, such as 'We recognize that some commenters will argue these safeguards would slow innovation. We believe the opposite is true...' 5. Overly smooth narrative transitions: The text uses classic AI bridging sentences to move from specific examples to broad generalizations, such as 'Doctronic is discussed as a case study, but the systemic problems this comment identifies extend far beyond any single company or state.' 6. Formulaic paragraph structure: The sections follow a rigid, repetitive claim-evidence-impact structure, lacking the structural variety typical of human writing. 7. Uniform, homogenized tone: Despite claiming to be co-authored by a diverse group including MDs, PhDs, and a 'Patient Partner,' the text exhibits a single, uniformly polished, and sterile voice with no stylistic variation. 8. Seamless blending of real and hallucinated entities: The AI mixes real organizations and people (MIT Critical Data, Leo Anthony Celi) with hallucinated or fictionalized future startups (Doctronic, FutureClinic) without any shift in descriptive detail."
UID-0025,30,"1. Dual use of the 'rule of three' in a very short text (first in the system requirements: 'incorporate...', 'enable...', 'support...'; second in the benefits: 'reduce uncertainty, strengthen accountability, and promote patient trust'). 2. Highly formulaic concluding sentence that uses a classic LLM balancing structure ('can [benefit 1, 2, 3] while maintaining alignment with...'). 3. Overly smooth, frictionless transitions and perfectly balanced rhetoric that lacks the slight structural variations typical of human drafting. 4. Heavy reliance on standard AI policy collocations (e.g., 'responsible and trusted AI adoption'). 5. The narrative arc is perfectly symmetrical (context -> three-part recommendation -> three-part justification + constraint), which is a hallmark of LLM-generated policy text."
UID-0026,99,"The comment exhibits numerous hallmarks of human authorship, particularly from a highly specialized domain expert. It includes highly specific, accurate references to niche technical standards (HL7 FHIR, EBMonFHIR) and exact, functioning URLs to specific resources (fevir.net, netbenefitcalculator.com) that an AI would be highly unlikely to generate or hallucinate accurately. The text uses capitalization for emphasis ('RATHER THAN', 'AFTER', 'AND') in a way typical of human policy advocates. It seamlessly blends dense technical jargon with conversational transitions ('In simple English') and concludes with a classic human rhetorical analogy comparing healthcare data standards to GPS navigation. Furthermore, the comment directly promotes the author's own specific organization (SKAF) and its ongoing work, demonstrating a clear, real-world human agenda."
UID-0027,95,"The text contains several strong indicators of human authorship and assembly. First, the header contains interleaved text columns (mixing 'Submitted by' and 'About NOETED' details), which is a classic artifact of copying text from a formatted PDF. Second, the author copy-pastes the exact same large paragraph about 'APIs, databases, and publication systems' verbatim in three different sections (Preamble, Q1, and Q2); LLMs typically vary their phrasing and do not repeat exact blocks of text unless explicitly prompted to do so, whereas humans frequently reuse their best talking points. Third, the text cuts off abruptly mid-word at the end ('healthcare compl'), suggesting a human copy-paste error or a character limit on a submission portal. Finally, the highly specific regulatory citations and direct, self-advocating tone lack the generic, balanced filler typical of AI generation."
UID-0028,0,"1. Hallucinated future dates in the text and citations (e.g., 'February 2026', 'July 2025', 'January 2026'). The AI took real authors and papers (like Abdelwanis et al., 2024) and altered their publication years, volumes, and DOIs to fit a fabricated future timeline. 2. The text cuts off abruptly mid-word at the very end ('First, the scale may impo'), which is a classic artifact of an AI model hitting its maximum output token limit. 3. Cliché, melodramatic AI opening phrases and transitions, such as 'stands at a critical crossroad' and 'artificial intelligence emerges as a potentially transformative tool.' 4. Highly rigid, formulaic structuring of arguments, such as the perfectly balanced categorization of barriers in paragraph 4: 'On the technological front... Organizationally... On the human front...' 5. Overly smooth, predictable topic sentences that summarize the narrative arc too perfectly (e.g., 'Despite AI’s promise, its translation into widespread clinical use has been notably limited,' 'Although integrating AI to strengthen healthcare is a promising goal, practical implementation challenges remain significant'). 6. Generic, perfectly balanced policy-speak and rule-of-three patterns (e.g., 'enhance productivity, reduce costs, and overall improve health outcomes', 'pre-market testing, validation, and monitoring')."
UID-0029,20,"1. Highly formulaic paragraph structure resembling a standard AI-generated essay (Introduction, Personal Benefit, Industry Benefit, Historical Context, Safeguards, Conclusion). 2. Repeated use of the 'rule of three' rhetorical device (e.g., 'thorough, organized and clinically useful'; 'clinical judgment, diagnosis or decision-making'; 'better care, healthier clinicians and a more sustainable behavioral health system'). 3. Use of classic AI transition words and phrases to begin paragraphs and sentences (e.g., 'Importantly,', 'Thoughtful integration of...'). 4. Perfectly balanced, ad-copy-like phrasing that contrasts two states (e.g., 'Rather than dividing my attention between a screen and the person in front of me, I can focus entirely on the client'). 5. Overly smooth narrative arc that hits every logical talking point (burnout, historical transcription, HIPAA, clinical judgment) without any human idiosyncrasies, digressions, or varied sentence pacing. 6. Use of typical AI vocabulary modifiers ('significantly improved', 'meaningfully reduce', 'demonstrably improve')."
UID-0030,98,"The comment exhibits multiple hallmarks of spontaneous human writing and lacks any discernable AI features. It uses conversational, slightly redundant phrasing ('I personally think') and informal quantifiers ('a lot of clients'). The syntax includes colloquial and slightly clunky constructions ('regulate this from becoming more widespread than it is already') that an AI would typically smooth out into more formal, precise prose. Additionally, the emphasis in the list ('reading, reviewing and especially listening in on') reflects natural human speech patterns rather than the perfectly balanced, parallel lists usually generated by language models. There is a complete absence of typical AI buzzwords, formal transitions, or rigid structural formatting."
UID-0031,20,"1. Overwhelming use of the 'rule of three' (triadic structures) for listing items, appearing in almost every paragraph (e.g., 'clinical, administrative, and financial systems'; 'improving clinical outcomes, reducing administrative burden, and lowering costs'; 'structural, financial, and organizational friction'; 'organizational, administrative, and incentive-based'; 'workflow design, education, and change management'; 'trust, education, and governance work'; 'privacy, recording, and data usage'; 'how, when, and for what purpose'; 'training, governance, and workflow integration'; 'organizational governance, administrative capacity, and financial incentives'; 'patients, clinicians, and the healthcare system as a whole').
2. Heavy reliance on contrastive, perfectly balanced rhetorical pairs (e.g., 'less in theoretical AI capability and more in the realities'; 'not because of model performance, but because of structural...'; 'are not technical. They are organizational...'; 'additive burden rather than enabling infrastructure'; 'not a technology failure, but an implementation and governance one'; 'rather than producing discrete billable events'; 'not only clinical outcomes but also the operational effort'; 'not accelerate through technical innovation alone. It requires...').
3. Formulaic, highly structured formatting with predictable headings (Introduction, Response to Question 1, Response to Question 2, Conclusion) and a perfectly smooth narrative arc that transitions flawlessly from personal anecdote to broad policy recommendations.
4. Use of typical AI stock phrases and transitional vocabulary (e.g., 'holds significant promise', 'magnifies this dynamic', 'remain significant obstacles', 'HHS has an opportunity to enable meaningful, responsible adoption').
5. A classic AI-style concluding paragraph that summarizes the preceding points and ends with a broad, universally inclusive wrap-up statement ('delivers real value to patients, clinicians, and the healthcare system as a whole')."
UID-0032,0,"1. Token limit cutoff: The text ends abruptly mid-sentence ('If a tool is integrated into a'), which is a mechanical artifact of an AI model hitting its output token limit. This can be rectified by ensuring the full text is generated or manually completing the sentence.
2. Hallucinated and mismatched acronym: The text invents an ARPA-H program called 'ADVOCATE' standing for 'Agentic AI-Enabled Cardiovascular Care Transformation.' The letters do not align with the acronym, a classic LLM flaw. This can be rectified by creating an acronym where the letters actually match the words, or using a real program name.
3. Overuse of the rule of three: The text relies heavily on perfectly balanced, tripartite lists (e.g., 'automating..., transforming..., and guiding...'; 'creates uncertainty..., complicates adoption..., and leaves gaps'; 'sharing..., engaging..., and supporting...'). This can be rectified by varying sentence structures and list lengths to sound more natural.
4. Contextual inconsistency in boilerplate: The opening correctly identifies the document as a 'Request for Information (RFI)', but the boilerplate later states, 'While BPC did not comment on every provision in the proposed rule...' This can be rectified by ensuring boilerplate text matches the specific type of regulatory document being addressed.
5. Formulaic bullet points: The challenges section uses the default formatting of ChatGPT: a bolded introductory phrase followed by a colon and a brief explanation (e.g., 'Burden and uncertainty in pathways: Review pathways can be...'). This can be rectified by varying the formatting and structure of the list.
6. URL and date mismatches: Footnote 1 cites a fact sheet dated May 29, 2025, but the generated URL path is '/2025/08/'. This can be rectified by ensuring hallucinated URLs logically match the dates provided in the citation.
7. Formulaic paragraph endings: Paragraphs frequently end with neat, summarizing, forward-looking statements (e.g., 'Sustained and coordinated regulatory attention... will be necessary to translate these investments into scalable clinical adoption'). This can be rectified by ending paragraphs more naturally without always summarizing the takeaway."
UID-0033,95,"The presence of header and footer artifacts ('National Minority Quality Forum Comments | HHS AI RFI | Page 1') strongly indicates that this text was copy-pasted or extracted via OCR from a formal, human-formatted PDF or Word document. Furthermore, the single sentence is a highly specific, dense policy recommendation that aligns perfectly with the stated organization's advocacy mission, lacking any of the verbose filler, formulaic transitions, or balanced rhetoric typical of AI-generated text."
UID-0034,95,"The comment exhibits deep, highly specific domain expertise and industry jargon (e.g., 'logic-forking crisis', 'model drift', 'EDI transaction infrastructure') that aligns perfectly with a trade association's policy letter. It includes accurate and highly current references to federal agencies and frameworks, such as the recent renaming of ONC to ASTP, which indicates up-to-date human knowledge. The arguments are highly tailored to the specific operational realities of healthcare clearinghouses rather than the generic, surface-level analysis typical of AI. Furthermore, the text contains numerous PDF extraction artifacts (e.g., 'worklows', interleaved sentences, misplaced footnote numbers, and a hard cutoff at the end), strongly indicating it was extracted from a human-drafted, formally formatted document."
UID-0035,90,"The comment exhibits strong markers of human authorship, including an authentic admission of confusion about the specific regulation ('getting them all mixed up'), colloquial and slightly improper grammar ('denied wrong' instead of 'incorrectly denied'), and a natural, unpolished flow from personal anecdote to general hearsay. It lacks the structured, balanced rhetoric, formal transitions, and overly polished empathy typical of AI-generated text."
UID-0036,0,"1. Hallucinated future dates: The letter is dated February 23, 2026, and the footnote references a Federal Register publication date of December 23, 2025, proving the text is a synthetic, hypothetical scenario rather than a real historical submission. 2. Abrupt token-limit cutoff: The text ends abruptly without a period, concluding thought, or formal sign-off ('...enable healthcare workers in efficiency and automation'), which is a definitive hallmark of a Large Language Model hitting its maximum output token limit. 3. Truncated and hallucinated URL: The footnote URL is cut off at the end ('...as-part-of') and points to a non-existent future Federal Register entry. 4. Lack of localized evidence: Despite establishing Fairview's specific scale (10 hospitals, 60 clinics) in the boilerplate opening, the comment provides zero proprietary data or specific institutional anecdotes, relying instead on generalized industry consensus ('studies show that AI ambient scribe technology...'). 5. Formulaic structural transitions: The document uses highly predictable, balanced topic sentences to open sections and paragraphs (e.g., 'One barrier to adoption...', 'Even when an AI use case...', 'Additionally...'). 6. Over-reliance on AI policy buzzwords: The text is saturated with smooth but hollow corporate phrasing typical of LLMs, such as 'robust workforce enablement,' 'lean into AI capabilities,' and 'escape the pilot trap.' 7. Formatting anomalies: Minor typographical artifacts like the misplaced hyphen in 'industry aligned- standards' often occur during AI token decoding or text generation."
UID-0037,100,"Several features make it absolutely certain that this text is human-written. First, the presence of pagination artifacts (e.g., 'Verily Comments for 1 / HHS-ONC-2026-0001-001') interspersed throughout the text clearly indicates this was extracted from a paginated document (like a PDF) formatted by a human, rather than raw AI output. Second, the inclusion of a footnote reference ('SaMD.1') and the corresponding URL at the bottom of the page before the page break is a distinctively human formatting trait. Third, the text uses highly specific, domain-expert metaphors and corporate jargon that AI rarely selects, such as 'titrated to the level of risk' (applying a medical/chemical term to regulatory policy), API-based 'piping', and 'directional north star.' Finally, the nuanced, fictional future policy references (e.g., 'HTI-5 rule,' 'CMS ACCESS model,' 'FDA TEMPO pilot' set in 2026) suggest a human participating in a specific policy simulation or forward-looking exercise, weaving together complex regulatory concepts with deep contextual understanding. The abrupt cut-off at the end ('We look forward to partnering') is also a classic human copy-paste error."
