document_id,attachment_filename,attachment_path,size_bytes,ai_label,ai_confidence,ai_doc_type,ai_rationale,ai_raw,model,prompt_version,request_format,error
HHS-ONC-2026-0001-0018,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0018\attachment_1.pdf,13840,comment,0.8,substantive_comment,Provides arguments and recommendations directed at HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations directed at HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0020,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0020\attachment_1.pdf,24238,comment,0.78,substantive_comment,File ID suggests a submitted comment rather than a cover letter only.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""File ID suggests a submitted comment rather than a cover letter only.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0019,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0019\attachment_1.pdf,23444,comment,0.7,substantive_comment,Provides arguments and recommendations to the agency.,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0021,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0021\attachment_1.pdf,14923,comment,0.7,substantive_comment,Likely a full comment submission rather than just a cover letter.,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment submission rather than just a cover letter.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0022,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0022\attachment_1.pdf,343694,comment,0.7,substantive_comment,Likely a full comment submission with arguments.,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment submission with arguments.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0023,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0023\attachment_1.pdf,267244,comment,0.82,substantive_comment,PDF appears to be a submitted comment with arguments and recommendations.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""PDF appears to be a submitted comment with arguments and recommendations.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0024,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0024\attachment_1.pdf,73414,comment,0.82,substantive_comment,PDF appears to be a submitted comment with arguments and recommendations.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""PDF appears to be a submitted comment with arguments and recommendations.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0026,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0026\attachment_1.pdf,70867,comment,0.8,substantive_comment,Provides arguments and recommendations directed at HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations directed at HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0029,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0029\attachment_1.pdf,116449,comment,0.8,substantive_comment,Provides arguments and recommendations directed at the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations directed at the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0027,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0027\attachment_1.pdf,49785,comment,0.8,substantive_comment,Multi-page PDF with arguments directed to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments directed to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0031,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0031\attachment_1.pdf,117094,comment,0.8,substantive_comment,Likely multi-page submission with arguments to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely multi-page submission with arguments to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0033,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0033\attachment_1.pdf,75761,comment,0.78,substantive_comment,Likely multi-page submission with arguments to HHS.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely multi-page submission with arguments to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0034,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0034\attachment_1.pdf,220422,comment,0.9,substantive_comment,ID suggests a submitted comment with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.9, ""doc_type"": ""substantive_comment"", ""rationale"": ""ID suggests a submitted comment with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0035,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0035\attachment_1.pdf,13290,comment,0.7,substantive_comment,Contains arguments and recommendations directed at the agency.,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Contains arguments and recommendations directed at the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0037,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0037\attachment_1.pdf,192967,comment,0.8,substantive_comment,Likely includes arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely includes arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0038,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0038\attachment_1.pdf,47248,comment,0.82,substantive_comment,Multi-page PDF with arguments and recommendations to agency.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments and recommendations to agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0039,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0039\attachment_1.pdf,299599,comment,0.8,substantive_comment,Likely multi-page submission with arguments to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely multi-page submission with arguments to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0040,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0040\attachment_1.pdf,171900,comment,0.78,substantive_comment,Likely a multi-page submission with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a multi-page submission with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0041,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0041\attachment_1.pdf,286702,comment,0.8,substantive_comment,Likely includes arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely includes arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0042,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0042\attachment_1.pdf,15131,comment,0.82,substantive_comment,PDF appears to be a public comment with arguments and recommendations.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""PDF appears to be a public comment with arguments and recommendations.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0043,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0043\attachment_1.pdf,62474,comment,0.82,substantive_comment,Likely a full comment with arguments and recommendations to the agency.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment with arguments and recommendations to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0043,attachment_2.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0043\attachment_2.pdf,69270,comment,0.7,substantive_comment,Likely includes arguments/recommendations directed at HHS-ONC.,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely includes arguments/recommendations directed at HHS-ONC.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0044,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0044\attachment_1.pdf,90595,comment,0.8,substantive_comment,Multi-page submission with arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page submission with arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0045,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0045\attachment_1.pdf,498780,comment,0.78,substantive_comment,PDF likely contains arguments and recommendations for the HHS rule.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""PDF likely contains arguments and recommendations for the HHS rule.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0045,attachment_2.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0045\attachment_2.pdf,488129,comment,0.8,substantive_comment,Likely a full comment submission with arguments to agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment submission with arguments to agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0046,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0046\attachment_1.pdf,165223,comment,0.8,substantive_comment,Provides arguments and recommendations directed at the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations directed at the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0047,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0047\attachment_1.pdf,680049,comment,0.8,substantive_comment,Likely includes arguments/recommendations for the rule.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely includes arguments/recommendations for the rule.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0048,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0048\attachment_1.pdf,70042,comment,0.8,substantive_comment,Includes arguments and recommendations directed at the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Includes arguments and recommendations directed at the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0049,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0049\attachment_1.pdf,381739,comment,0.78,substantive_comment,Multi-page PDF with arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0050,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0050\attachment_1.pdf,172989,comment,0.6,substantive_comment,Likely a submitted comment with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.6, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a submitted comment with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0054,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0054\attachment_1.pdf,27025,comment,0.86,substantive_comment,Likely a submitted comment with arguments for the rule.,"{""label"": ""comment"", ""confidence"": 0.86, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a submitted comment with arguments for the rule.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0056,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0056\attachment_1.pdf,771599,comment,0.8,substantive_comment,Appears to be a full comment with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Appears to be a full comment with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0057,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0057\attachment_1.pdf,36025,comment,0.8,substantive_comment,Appears to be a full comment with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Appears to be a full comment with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0059,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0059\attachment_1.pdf,56395,comment,0.82,substantive_comment,Provides arguments and recommendations directed at HHS.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations directed at HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0059,attachment_2.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0059\attachment_2.pdf,4354183,comment,0.78,substantive_comment,Likely a multi-page submission with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a multi-page submission with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0060,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0060\attachment_1.pdf,69397,comment,0.8,substantive_comment,Docket ID suggests a submitted comment document.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Docket ID suggests a submitted comment document.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0061,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0061\attachment_1.pdf,152014,comment,0.78,substantive_comment,Multi-page PDF with arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0063,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0063\attachment_1.pdf,1081783,comment,0.85,substantive_comment,Multi-page submission with arguments to HHS.,"{""label"": ""comment"", ""confidence"": 0.85, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page submission with arguments to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0064,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0064\attachment_1.pdf,800203,comment,0.9,substantive_comment,Likely a numbered public comment submission with arguments.,"{""label"": ""comment"", ""confidence"": 0.9, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a numbered public comment submission with arguments.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0066,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0066\attachment_1.pdf,249766,comment,0.8,substantive_comment,Provides arguments and recommendations to the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0072,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0072\attachment_1.pdf,268211,comment,0.8,substantive_comment,Likely a full comment submission with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment submission with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0071,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0071\attachment_1.pdf,229539,comment,0.8,substantive_comment,Multi-page PDF with arguments directed to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments directed to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0073,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0073\attachment_1.pdf,329649,comment,0.7,substantive_comment,Multi-page PDF with arguments and recommendations to HHS,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments and recommendations to HHS""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0074,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0074\attachment_1.pdf,504903,comment,0.8,substantive_comment,Likely multi-page submission with arguments to HHS.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely multi-page submission with arguments to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0075,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0075\attachment_1.pdf,56641,comment,0.7,substantive_comment,Multi-page PDF with arguments and recommendations directed to HHS.,"{""label"": ""comment"", ""confidence"": 0.7, ""doc_type"": ""substantive_comment"", ""rationale"": ""Multi-page PDF with arguments and recommendations directed to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0076,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0076\attachment_1.pdf,503728,comment,0.9,substantive_comment,Likely a full comment submission with arguments to HHS.,"{""label"": ""comment"", ""confidence"": 0.9, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment submission with arguments to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0077,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0077\attachment_1.pdf,226917,comment,0.78,substantive_comment,Likely contains multi-page arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely contains multi-page arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0078,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0078\attachment_1.pdf,607692,comment,0.9,substantive_comment,File ID suggests a submitted comment with arguments.,"{""label"": ""comment"", ""confidence"": 0.9, ""doc_type"": ""substantive_comment"", ""rationale"": ""File ID suggests a submitted comment with arguments.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0080,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0080\attachment_1.pdf,607964,comment,0.82,substantive_comment,Provides arguments and recommendations directed at HHS.,"{""label"": ""comment"", ""confidence"": 0.82, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations directed at HHS.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0081,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0081\attachment_1.pdf,304469,comment,0.85,substantive_comment,Likely a full comment submission with arguments to the agency.,"{""label"": ""comment"", ""confidence"": 0.85, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely a full comment submission with arguments to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0082,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0082\attachment_1.pdf,115614,comment,0.8,substantive_comment,Provides arguments and recommendations to the agency.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""Provides arguments and recommendations to the agency.""}",openai/gpt-oss-120b,v2,content_parts,
HHS-ONC-2026-0001-0083,attachment_1.pdf,HHS-ONC-2026-0001\comment_attachments\HHS-ONC-2026-0001-0083\attachment_1.pdf,164303,comment,0.78,substantive_comment,Likely contains multi-page arguments and recommendations to HHS.,"{""label"": ""comment"", ""confidence"": 0.78, ""doc_type"": ""substantive_comment"", ""rationale"": ""Likely contains multi-page arguments and recommendations to HHS.""}",openai/gpt-oss-120b,v2,content_parts,
